,ID,HOU,GOV,SEX,SEN,AGE8,AGEBYRACE,CDNUM,EDUC18,LATINO,PARTYBYRACE,PARTYID,PARTYSEX,PHIL3,PTYIDEO7,QRACEAI,REGION,SIZEPLAC,SUBURBWHITE,VERSION,WEIGHT,SEXBYRACE,RACE2B,STANUM,FAVPELOSI,HEALTHCARE18,IMPEACH18,MUELLERAPP,RUSSIA18,TRUMPIMM,RELIGN18,RACEFACTOR,ISSUE18,RACE18
13752,57035,The Republican candidate,,Male,The Republican candidate,65 or over,White 60+,4,Never attended college,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,South,Suburbs,White suburban men,Version 2,2.6015872955322297,White men,White, Virginia,Unfavorable,Major changes,No,Disapprove,Politically motivated,Not tough enough,Catholic,Minorities are favored over whites,Immigration,Somewhat important
13757,57044,The Republican candidate,The Republican candidate,Male,,50-59,White 45-59,4,Attended college but received no degree,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,South,Suburbs,White suburban men,Version 2,0.7309144139289859,White men,White,South Carolina,Unfavorable,No changes at all,No,Disapprove,Politically motivated,Not tough enough,Other Christian,No group is favored,Gun policy,Not at all important
13758,57048,The Democratic candidate,,Female,The Democratic candidate,50-59,Black 45-59,3,Bachelor's degree (BA or BS),No,Black Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Black,South,"Cities 50,000-500,000",Other,Version 2,0.232220754027367,Black women,Non-white, Virginia,Favorable,Minor changes,Yes,Approve,Justified,Too tough,Other Christian,No group is favored,The economy,Very important
13765,57065,The Republican candidate,The Republican candidate,Female,,40-44,White 30-44,5,Never attended college,No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,South,Suburbs,White suburban women,Version 2,0.61371248960495,White women,White,South Carolina,Unfavorable,Major changes,No,Disapprove,Politically motivated,About right,Other Christian,Minorities are favored over whites,Immigration,Very important
13771,57079,The Democratic candidate,,Male,The Democratic candidate,30-39,White 30-44,3,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,White,West,"Cities 50,000-500,000",Other,Version 2,0.0726612731814384,White men,White, Utah,Favorable,Major changes,Yes,Omit,Justified,Too tough,None,Whites are favored over minorities,Health care,Very important
13776,57091,The Republican candidate,The Republican candidate,Female,,65 or over,White 60+,5,Associate's degree (AA or AS),No,All Republicans,Republican,Republican Women,Moderate,Mod./Liberal Republicans,White,South,Suburbs,White suburban women,Version 2,1.0939199924469,White women,White,South Carolina,Unfavorable,Major changes,No,Disapprove,Politically motivated,Not tough enough,Other Christian,No group is favored,Health care,Not too important
13777,57096,The Republican candidate,,Male,The Republican candidate,65 or over,White 60+,5,Never attended college,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,South,Suburbs,White suburban men,Version 2,0.8215538859367371,White men,White, Virginia,Unfavorable,Minor changes,No,Omit,Politically motivated,About right,Protestant,No group is favored,The economy,Not at all important
13790,57119,The Democratic candidate,The Democratic candidate,Female,,30-39,White 30-44,5,Associate's degree (AA or AS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,South,"Cities 50,000-500,000",Other,Version 2,0.27257946133613603,White women,White, Georgia,Favorable,Major changes,Yes,Approve,Justified,Too tough,None,Whites are favored over minorities,Health care,Very important
13796,57134,The Democratic candidate,,Female,The Democratic candidate,45-49,Black 45-59,4,Never attended college,No,Black Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,Black,South,Suburbs,Other,Version 2,0.31515672802925104,Black women,Non-white, Virginia,Unfavorable,Major changes,No,Approve,Justified,About right,Protestant,Whites are favored over minorities,Health care,Somewhat important
13798,57140,The Democratic candidate,,Male,The Democratic candidate,30-39,Black 30-44,3,Attended college but received no degree,No,Black Independent,Something else,Independent Men,Moderate,Moderate Independents,Black,South,"Cities 50,000-500,000",Other,Version 2,0.273022651672363,Black men,Non-white, Virginia,Favorable,Minor changes,Yes,Approve,Justified,Too tough,None,Whites are favored over minorities,Health care,Somewhat important
13799,57141,The Republican candidate,,Male,Other,25-29,White 18-29,1,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,West,Suburbs,White suburban men,Version 2,0.267076462507248,White men,White, Utah,Favorable,Major changes,No,Approve,Justified,About right,None,Whites are favored over minorities,Health care,Somewhat important
13803,57147,The Democratic candidate,,Male,The Democratic candidate,65 or over,White 60+,5,Never attended college,No,White Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,White,South,Suburbs,White suburban men,Version 2,0.7101787328720089,White men,White, Virginia,Unfavorable,Major changes,Yes,Approve,Justified,Too tough,Protestant,Whites are favored over minorities,Health care,Very important
13808,57157,The Republican candidate,The Republican candidate,Male,,18-24,White 18-29,5,Attended college but received no degree,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,South,Suburbs,White suburban men,Version 2,0.5642470717430109,White men,White,South Carolina,Unfavorable,Major changes,No,Disapprove,Politically motivated,About right,Other Christian,No group is favored,Immigration,Somewhat important
13828,57208,Did not vote,,Female,The Republican candidate,50-59,White 45-59,4,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Women,Moderate,Mod./Liberal Republicans,White,South,Suburbs,White suburban women,Version 2,0.48207709193229703,White women,White, Virginia,Favorable,Minor changes,No,Disapprove,Politically motivated,About right,Protestant,Minorities are favored over whites,Health care,Not too important
13831,57212,Did not vote,The Republican candidate,Female,Other,45-49,White 45-59,1,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,East,Rural,Other,Version 2,0.11145167052745801,White women,White, Vermont,Unfavorable,Major changes,Yes,Approve,Justified,Too tough,None,Whites are favored over minorities,Health care,Very important
13834,57217,The Republican candidate,The Republican candidate,Male,,25-29,White 18-29,5,Associate's degree (AA or AS),No,All Republicans,Republican,Republican Men,Moderate,Mod./Liberal Republicans,White,South,Suburbs,White suburban men,Version 2,0.5642470717430109,White men,White,South Carolina,Unfavorable,Major changes,No,Omit,Politically motivated,About right,Other Christian,Minorities are favored over whites,The economy,Somewhat important
13837,57222,The Democratic candidate,,Female,The Democratic candidate,45-49,Black 45-59,3,Bachelor's degree (BA or BS),No,Black Independent,Independent,Independent Women,Moderate,Moderate Independents,Black,South,"Cities 50,000-500,000",Other,Version 2,0.232220754027367,Black women,Non-white, Virginia,Favorable,Major changes,Yes,Approve,Justified,Too tough,Other,Whites are favored over minorities,Health care,Very important
13840,57229,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,65 or over,White 60+,3,Attended college but received no degree,No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,West,Suburbs,White suburban women,Version 2,0.622906684875488,White women,White,California,Favorable,Minor changes,Yes,Approve,Justified,Too tough,None,Whites are favored over minorities,Immigration,Very important
13844,57245,The Democratic candidate,The Democratic candidate,Female,,30-39,White 30-44,2,Associate's degree (AA or AS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,West,"Cities 50,000-500,000",Other,Version 2,0.59123432636261,White women,White, Idaho,Favorable,Major changes,No,Omit,Justified,Too tough,None,Whites are favored over minorities,Immigration,Very important
13848,57250,The Republican candidate,The Republican candidate,Male,,60-64,White 60+,3,Associate's degree (AA or AS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,South,Suburbs,White suburban men,Version 2,0.5235026478767401,White men,White, Georgia,Unfavorable,Major changes,No,Disapprove,Politically motivated,About right,Other Christian,No group is favored,Immigration,Somewhat important
13854,57261,The Democratic candidate,The Democratic candidate,Female,,65 or over,Black 60+,1,Associate's degree (AA or AS),No,Black Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,Black,South,Suburbs,Other,Version 2,0.5684106349945071,Black women,Non-white,South Carolina,Unfavorable,Major changes,No,Approve,Justified,Too tough,Protestant,Whites are favored over minorities,Health care,Very important
13888,57345,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,30-39,Black 30-44,25,Attended college but received no degree,No,Black Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,Black,West,Suburbs,Other,Version 2,0.42243868112564104,Black men,Non-white,California,Unfavorable,Major changes,Yes,Disapprove,Politically motivated,Too tough,Other Christian,Whites are favored over minorities,Health care,Very important
13903,57375,The Democratic candidate,The Democratic candidate,Female,,50-59,White 45-59,3,Associate's degree (AA or AS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,South,Suburbs,White suburban women,Version 2,0.215939566493034,White women,White, Georgia,Favorable,Minor changes,Omit,Approve,Justified,Too tough,Other Christian,Whites are favored over minorities,Health care,Somewhat important
13904,57376,The Democratic candidate,The Democratic candidate,Female,,50-59,White 45-59,2,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,West,"Cities 50,000-500,000",Other,Version 2,0.59123432636261,White women,White, Idaho,Favorable,Major changes,No,Approve,Justified,Too tough,Other Christian,Whites are favored over minorities,Health care,Very important
13910,57389,The Democratic candidate,The Democratic candidate,Male,,40-44,Black 30-44,4,Attended college but received no degree,No,Black Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,Black,South,Suburbs,Other,Version 2,0.37978968024253795,Black men,Non-white,South Carolina,Favorable,Minor changes,Yes,Disapprove,Justified,Too tough,Other Christian,Whites are favored over minorities,The economy,Very important
13913,57395,The Democratic candidate,,Female,The Republican candidate,18-24,White 18-29,3,Associate's degree (AA or AS),No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,West,"Cities 50,000-500,000",Other,Version 2,0.0457938686013222,White women,White, Utah,Unfavorable,Minor changes,Yes,Disapprove,Politically motivated,Too tough,Other Christian,No group is favored,Health care,Somewhat important
13914,57396,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,50-59,White 45-59,6,Associate's degree (AA or AS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,South,"Cities 50,000-500,000",Other,Version 2,1.1787972450256299,White women,White,Florida,Favorable,Major changes,Yes,Approve,Justified,Too tough,Protestant,Whites are favored over minorities,Health care,Very important
13919,57409,Did not vote,,Female,The Democratic candidate,45-49,Black 45-59,4,Associate's degree (AA or AS),No,Black Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Black,South,Suburbs,Other,Version 2,0.330345243215561,Black women,Non-white, Virginia,Unfavorable,Minor changes,No,Disapprove,Justified,About right,Protestant,Minorities are favored over whites,The economy,Very important
13921,57413,The Democratic candidate,,Male,The Democratic candidate,50-59,White 45-59,5,Associate's degree (AA or AS),No,White Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,White,South,Suburbs,White suburban men,Version 2,0.398425459861755,White men,White, Virginia,Favorable,Minor changes,No,Approve,Justified,About right,Other Christian,No group is favored,Health care,Very important
13922,57416,The Democratic candidate,The Republican candidate,Female,The Democratic candidate,18-24,White 18-29,3,Associate's degree (AA or AS),No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,West,"Cities 50,000-500,000",Other,Version 2,0.95119297504425,White women,White,Nevada,Unfavorable,Minor changes,Yes,Approve,Politically motivated,Too tough,Other Christian,Whites are favored over minorities,The economy,Very important
13924,57420,The Democratic candidate,The Democratic candidate,Female,Other,60-64,White 60+,1,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,East,Rural,Other,Version 2,0.156466856598854,White women,White, Vermont,Favorable,Major changes,Yes,Disapprove,Justified,Too tough,Jewish,Whites are favored over minorities,Health care,Very important
13943,57457,The Republican candidate,The Republican candidate,Male,,18-24,White 18-29,11,Never attended college,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,South,Suburbs,White suburban men,Version 2,0.516937017440796,White men,White, Georgia,Unfavorable,Minor changes,No,Approve,Justified,Not tough enough,Protestant,No group is favored,The economy,Somewhat important
13952,57478,The Republican candidate,The Republican candidate,Female,,18-24,White 18-29,11,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,South,Suburbs,White suburban women,Version 2,0.439683318138123,White women,White, Georgia,Unfavorable,Major changes,No,Disapprove,Justified,About right,Catholic,Whites are favored over minorities,Immigration,Somewhat important
13953,57479,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,18-24,Latino 18-29,3,Attended college but received no degree,Yes,Latino Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Hispanic/Latino,West,Suburbs,Other,Version 2,0.2973952293396,Latino women,Non-white,California,Favorable,Major changes,Yes,Disapprove,Politically motivated,Too tough,Catholic,Whites are favored over minorities,The economy,Very important
13956,57487,The Democratic candidate,,Female,The Democratic candidate,45-49,White 45-59,5,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,South,Suburbs,White suburban women,Version 2,0.338882714509964,White women,White, Virginia,Unfavorable,Major changes,No,Disapprove,Politically motivated,Too tough,Protestant,Whites are favored over minorities,Health care,Very important
13958,57491,The Republican candidate,The Republican candidate,Female,,45-49,White 45-59,2,Associate's degree (AA or AS),No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,West,"Cities 50,000-500,000",Other,Version 2,1.04812979698181,White women,White, Idaho,Unfavorable,Major changes,Omit,Disapprove,Politically motivated,About right,Other Christian,No group is favored,Gun policy,Not too important
13962,57503,The Democratic candidate,The Republican candidate,Female,,45-49,White 45-59,11,Associate's degree (AA or AS),No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,South,Suburbs,White suburban women,Version 2,0.42634224891662603,White women,White, Georgia,Unfavorable,Minor changes,No,Approve,Politically motivated,About right,Other Christian,Minorities are favored over whites,The economy,Very important
13963,57504,The Republican candidate,The Republican candidate,Female,,60-64,White 60+,5,Attended college but received no degree,No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,South,Suburbs,White suburban women,Version 2,1.0939199924469,White women,White,South Carolina,Unfavorable,Major changes,No,Disapprove,Politically motivated,Not tough enough,Other,Minorities are favored over whites,Immigration,Not at all important
13965,57510,The Democratic candidate,The Democratic candidate,Female,,30-39,Black 30-44,1,Associate's degree (AA or AS),No,Black Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Black,South,Suburbs,Other,Version 2,0.318890511989594,Black women,Non-white,South Carolina,Unfavorable,Major changes,Yes,Disapprove,Politically motivated,Too tough,None,Whites are favored over minorities,Health care,Very important
13967,57515,The Democratic candidate,,Male,The Democratic candidate,18-24,White 18-29,8,Attended college but received no degree,No,White Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,White,Midwest,"Cities 50,000-500,000",Other,Version 2,1.02749288082123,White men,White,Indiana,Unfavorable,Major changes,Yes,Disapprove,Politically motivated,Too tough,None,Whites are favored over minorities,The economy,Very important
13971,57524,The Democratic candidate,The Democratic candidate,Female,,18-24,Black 18-29,5,Attended college but received no degree,No,Black Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Black,South,Suburbs,Other,Version 2,0.28204387426376304,Black women,Non-white,South Carolina,Omit,Major changes,Yes,Disapprove,Politically motivated,Too tough,Other Christian,Whites are favored over minorities,Immigration,Very important
13972,57525,The Democratic candidate,The Democratic candidate,Female,,18-24,Black 18-29,5,Attended college but received no degree,No,Black Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Black,South,Suburbs,Other,Version 2,0.28204387426376304,Black women,Non-white,South Carolina,Omit,Major changes,Yes,Disapprove,Politically motivated,Too tough,Other Christian,Whites are favored over minorities,Immigration,Very important
13976,57540,The Democratic candidate,The Republican candidate,Male,Other,60-64,White 60+,1,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Moderate,Mod./Liberal Republicans,White,East,Rural,Other,Version 2,0.134545639157295,White men,White, Vermont,Unfavorable,Major changes,Yes,Approve,Justified,Too tough,Catholic,Whites are favored over minorities,Health care,Somewhat important
13988,57574,The Republican candidate,The Republican candidate,Male,Other,30-39,White 30-44,1,Attended college but received no degree,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,East,"Cities 10,000-50,000",Other,Version 2,0.11296375840902301,White men,White, Vermont,Favorable,Major changes,Yes,Approve,Justified,Too tough,None,Minorities are favored over whites,Health care,Somewhat important
13994,57587,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,18-24,Black 18-29,6,Bachelor's degree (BA or BS),No,Black Democrat,Democrat,Democratic Men,Conservative,Mod/Conserv. Democrats,Black,South,Suburbs,Other,Version 2,0.5150765776634221,Black men,Non-white,Florida,Unfavorable,Major changes,Yes,Disapprove,Politically motivated,Too tough,Other Christian,Whites are favored over minorities,Health care,Very important
13999,57598,The Republican candidate,The Democratic candidate,Male,,40-44,Black 30-44,4,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,Black,South,Suburbs,Other,Version 2,0.500862002372742,Black men,Non-white,South Carolina,Favorable,Major changes,No,Approve,Justified,About right,Protestant,Whites are favored over minorities,Omit,Very important
14000,57599,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,30-39,White 30-44,6,Attended college but received no degree,No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,Midwest,Rural,Other,Version 2,1.1320285797119098,White women,White,Ohio,Favorable,Major changes,Yes,Approve,Justified,Too tough,None,Whites are favored over minorities,Health care,Very important
14001,57604,The Republican candidate,The Republican candidate,Female,,65 or over,White 60+,2,Attended college but received no degree,No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,West,"Cities 50,000-500,000",Other,Version 2,1.04812979698181,White women,White, Idaho,Unfavorable,Minor changes,No,Disapprove,Politically motivated,About right,Other,Minorities are favored over whites,Health care,Very important
14006,57620,The Democratic candidate,The Republican candidate,Female,Other,45-49,White 45-59,1,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,East,Rural,Other,Version 2,0.102027118206024,White women,White, Vermont,Favorable,Major changes,Yes,Approve,Justified,Too tough,None,Whites are favored over minorities,Health care,Very important
14007,57622,The Democratic candidate,The Republican candidate,Female,Other,45-49,White 45-59,1,Never attended college,No,White Independent,Independent,Independent Women,Liberal,Liberal Independents,White,East,Rural,Other,Version 2,0.0711504891514778,White women,White, Vermont,Omit,Minor changes,No,Disapprove,Politically motivated,Too tough,None,Whites are favored over minorities,The economy,Not too important
14008,57623,The Republican candidate,The Republican candidate,Male,,50-59,White 45-59,4,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Something else,Independent Men,Conservative,Conservative Independents,White,South,Suburbs,White suburban men,Version 2,0.7309144139289859,White men,White,South Carolina,Unfavorable,Major changes,No,Disapprove,Politically motivated,Not tough enough,Protestant,Minorities are favored over whites,Immigration,Not too important
14018,57647,The Democratic candidate,,Female,The Democratic candidate,50-59,White 45-59,8,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,Midwest,"Cities 50,000-500,000",Other,Version 2,1.04831981658936,White women,White,Indiana,Unfavorable,Major changes,Yes,Disapprove,Justified,Too tough,Catholic,Minorities are favored over whites,Health care,Somewhat important
14022,57660,The Democratic candidate,The Democratic candidate,Male,,25-29,All others,4,Attended college but received no degree,No,All Other,Independent,Independent Men,Liberal,Liberal Independents,Asian,South,Suburbs,Other,Version 2,0.43340936303138705,All other races,Non-white,South Carolina,Unfavorable,Minor changes,Yes,Approve,Politically motivated,Not tough enough,Other Christian,Whites are favored over minorities,Immigration,Somewhat important
14024,57664,The Republican candidate,The Republican candidate,Female,,45-49,White 45-59,11,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Republicans,Republican,Republican Women,Moderate,Mod./Liberal Republicans,White,South,Suburbs,White suburban women,Version 2,0.562254965305328,White women,White, Georgia,Unfavorable,Minor changes,No,Disapprove,Politically motivated,Not tough enough,Protestant,No group is favored,The economy,Somewhat important
14026,57670,The Republican candidate,The Republican candidate,Female,,30-39,White 30-44,3,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,South,Suburbs,White suburban women,Version 2,0.28477847576141396,White women,White, Georgia,Unfavorable,Minor changes,No,Omit,Politically motivated,About right,Other Christian,No group is favored,The economy,Not at all important
14061,57753,The Democratic candidate,The Democratic candidate,Female,Other,50-59,White 45-59,1,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,East,Rural,Other,Version 2,0.0711504891514778,White women,White, Vermont,Favorable,Major changes,Yes,Approve,Justified,Omit,None,Whites are favored over minorities,Health care,Very important
14062,57756,The Democratic candidate,,Female,The Democratic candidate,25-29,Latino 18-29,1,Attended college but received no degree,Yes,Latino Independent,Something else,Independent Women,Liberal,Liberal Independents,Hispanic/Latino,Midwest,Suburbs,Other,Version 2,0.35437914729118297,Latino women,Non-white,Indiana,Favorable,Minor changes,Yes,Approve,Politically motivated,Too tough,None,Whites are favored over minorities,Health care,Somewhat important
14066,57771,The Republican candidate,The Democratic candidate,Female,,18-24,White 18-29,2,Associate's degree (AA or AS),No,White Independent,Something else,Independent Women,Moderate,Moderate Independents,White,West,"Cities 50,000-500,000",Other,Version 2,1.04812979698181,White women,White, Idaho,Omit,Major changes,No,Omit,Politically motivated,Omit,Other Christian,No group is favored,Omit,Very important
14067,57774,The Republican candidate,The Republican candidate,Female,,50-59,White 45-59,2,Attended college but received no degree,No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,East,Rural,Other,Version 2,0.467221468687058,White women,White,New Hampshire,Unfavorable,Major changes,No,Disapprove,Politically motivated,Not tough enough,None,No group is favored,The economy,Not at all important
14082,57811,The Republican candidate,The Republican candidate,Male,The Republican candidate,65 or over,White 60+,11,Attended college but received no degree,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,South,"Cities 50,000-500,000",Other,Version 2,4.09612226486206,White men,White,Florida,Unfavorable,Major changes,No,Disapprove,Politically motivated,About right,Protestant,Minorities are favored over whites,Immigration,Not at all important
14084,57823,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,60-64,Black 60+,3,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,Black Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Black,West,Suburbs,Other,Version 2,0.5222380161285399,Black women,Non-white,California,Favorable,Minor changes,Yes,Approve,Omit,Omit,Other Christian,Whites are favored over minorities,Omit,Very important
14086,57826,The Republican candidate,The Republican candidate,Male,,60-64,White 60+,10,Attended college but received no degree,No,White Independent,Something else,Independent Men,Conservative,Conservative Independents,White,South,Suburbs,White suburban men,Version 2,0.5167910456657411,White men,White, Georgia,Unfavorable,Major changes,No,Disapprove,Politically motivated,Not tough enough,Protestant,No group is favored,Immigration,Very important
14090,57846,The Democratic candidate,The Democratic candidate,Male,Other,30-39,White 30-44,1,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,White,East,Rural,Other,Version 2,0.0877329781651497,White men,White, Vermont,Favorable,Major changes,Yes,Approve,Justified,Too tough,None,Whites are favored over minorities,Health care,Not at all important
14092,57849,The Democratic candidate,The Democratic candidate,Male,,50-59,White 45-59,2,Attended college but received no degree,No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,West,"Cities 50,000-500,000",Other,Version 2,0.6740049123764039,White men,White, Idaho,Omit,Major changes,Yes,Approve,Justified,Too tough,None,Whites are favored over minorities,Health care,Somewhat important
14095,57861,The Democratic candidate,,Male,The Democratic candidate,45-49,Black 45-59,6,Attended college but received no degree,No,Black Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,Black,South,Suburbs,Other,Version 2,0.29642459750175504,Black men,Non-white, Virginia,Favorable,Major changes,No,Approve,Justified,Too tough,Other Christian,Whites are favored over minorities,Health care,Very important
14099,57870,The Democratic candidate,The Democratic candidate,Male,Other,50-59,White 45-59,1,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Men,Liberal,Liberal Independents,White,East,Rural,Other,Version 2,0.0877329781651497,White men,White, Vermont,Favorable,Major changes,Yes,Approve,Justified,Too tough,None,Whites are favored over minorities,The economy,Very important
14102,57875,The Republican candidate,The Republican candidate,Female,,50-59,White 45-59,10,Bachelor's degree (BA or BS),No,White Independent,Something else,Independent Women,Moderate,Moderate Independents,White,South,Suburbs,White suburban women,Version 2,0.281127482652664,White women,White, Georgia,Unfavorable,Major changes,Yes,Approve,Justified,Too tough,Protestant,No group is favored,Health care,Somewhat important
14117,57921,The Republican candidate,The Republican candidate,Female,The Republican candidate,60-64,Latino 60+,11,Associate's degree (AA or AS),Yes,All Republicans,Republican,Republican Women,Moderate,Mod./Liberal Republicans,Hispanic/Latino,South,"Cities 50,000-500,000",Other,Version 2,3.9717493057251,Latino women,Non-white,Florida,Unfavorable,Major changes,No,Omit,Politically motivated,About right,None,No group is favored,The economy,Not at all important
14128,57950,The Republican candidate,The Republican candidate,Male,The Democratic candidate,65 or over,White 60+,3,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Men,Conservative,Conservative Independents,White,West,Suburbs,White suburban men,Version 2,1.06493401527405,White men,White,California,Unfavorable,Minor changes,No,Disapprove,Politically motivated,Not tough enough,Catholic,Minorities are favored over whites,The economy,Not at all important
14129,57951,The Republican candidate,The Republican candidate,Male,The Democratic candidate,65 or over,White 60+,3,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Men,Conservative,Conservative Independents,White,West,Suburbs,White suburban men,Version 2,1.06493401527405,White men,White,California,Unfavorable,Minor changes,No,Disapprove,Politically motivated,Not tough enough,Catholic,Minorities are favored over whites,The economy,Not at all important
14130,57952,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,50-59,Black 45-59,11,Attended college but received no degree,No,Black Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,Black,South,"Cities 50,000-500,000",Other,Version 2,1.36124265193939,Black men,Non-white,Florida,Favorable,Minor changes,Yes,Approve,Justified,Omit,Other Christian,Whites are favored over minorities,Health care,Very important
14135,57961,The Republican candidate,The Republican candidate,Male,The Republican candidate,45-49,White 45-59,6,Never attended college,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,South,Suburbs,White suburban men,Version 2,1.2676181793212902,White men,White,Florida,Unfavorable,Major changes,No,Disapprove,Politically motivated,About right,Other,Minorities are favored over whites,The economy,Somewhat important
14137,57974,The Democratic candidate,Other,Male,Other,45-49,White 45-59,1,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Men,Liberal,Liberal Independents,White,East,Rural,Other,Version 2,0.0877329781651497,White men,White, Vermont,Favorable,Major changes,No,Approve,Justified,Too tough,None,Whites are favored over minorities,Health care,Somewhat important
14140,57980,The Democratic candidate,The Republican candidate,Female,,25-29,White 18-29,10,Never attended college,No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,South,Suburbs,White suburban women,Version 2,0.16669979691505402,White women,White, Georgia,Unfavorable,Major changes,No,Approve,Politically motivated,About right,Other Christian,No group is favored,The economy,Very important
14146,57993,The Republican candidate,The Republican candidate,Male,,25-29,White 18-29,3,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,South,Suburbs,White suburban men,Version 2,0.261825263500214,White men,White, Georgia,Unfavorable,Minor changes,No,Disapprove,Justified,About right,Other Christian,No group is favored,The economy,Very important
