,ID,HOU,GOV,SEX,SEN,AGE8,AGEBYRACE,CDNUM,EDUC18,LATINO,PARTYBYRACE,PARTYID,PARTYSEX,PHIL3,PTYIDEO7,QRACEAI,REGION,SIZEPLAC,SUBURBWHITE,VERSION,WEIGHT,SEXBYRACE,RACE2B,STANUM,ATTEND16,ATTREL,BOYSGIRLS,BRNAGAIN,CHILD18,CHILDBOY,CHILDGIRL,ISSUE18,MARRIED,PARENTS,TRUMP4,WOMEN,HEALTHPRE18,GUN16,SEXUALHARASS,SEXWED,GUNOWNER12,RELIGN18
14728,59665,The Republican candidate,The Republican candidate,Male,The Republican candidate,30-39,White 30-44,14,Associate's degree (AA or AS),No,All Republicans,Republican,Republican Men,Moderate,Mod./Liberal Republicans,White,East,Rural,Other,Version 3,0.875981688499451,White men,White,Pennsylvania,Never,All others,"Yes, only girls",No,Yes,No,Yes,Immigration,Yes,Men with children,Strongly approve,Not too important,The Republican Party,Oppose,Somewhat serious,Married men,Yes,Other Christian
14735,59689,The Republican candidate,,Male,The Republican candidate,50-59,White 45-59,2,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Moderate,Mod./Liberal Republicans,White,East,Rural,Other,Version 3,2.44516038894653,White men,White,West Virginia,A few times a year,Protestant/Do not attend weekly,No children in home,Yes,No,No,No,Immigration,Yes,Men without children,Strongly approve,Not too important,The Republican Party,Oppose,Not too serious,Married men,Yes,Protestant
14745,59716,The Republican candidate,The Republican candidate,Male,The Republican candidate,50-59,White 45-59,11,Never attended college,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,East,Suburbs,White suburban men,Version 3,1.98555839061737,White men,White,Pennsylvania,Once a week or more,Protestant/Attend weekly,No children in home,Yes,No,No,No,The economy,Yes,Men without children,Strongly approve,Not too important,The Republican Party,Oppose,Not too serious,Married men,Yes,Protestant
14749,59728,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,50-59,Black 45-59,3,Bachelor's degree (BA or BS),No,Black Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,Black,East,"Cities over 500,000",Other,Version 3,0.27973884344101,Black women,Non-white,Pennsylvania,A few times a year,Catholic/Do not attend weekly,No children in home,No,No,No,No,Health care,No,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Non married women,No,Catholic
14754,59739,The Republican candidate,The Republican candidate,Female,The Republican candidate,65 or over,White 60+,14,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,East,Rural,Other,Version 3,1.0894738435745202,White women,White,Pennsylvania,Never,Protestant/Do not attend weekly,No children in home,No,No,No,No,The economy,No,Women without children,Strongly approve,Not too important,The Republican Party,Oppose,Not too serious,Non married women,No,Protestant
14755,59741,The Democratic candidate,The Democratic candidate,Male,,60-64,White 60+,6,Attended college but received no degree,No,White Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,White,Midwest,Suburbs,White suburban men,Version 3,0.903545379638672,White men,White, Illinois,A few times a year,All others,No children in home,No,No,No,No,The economy,Yes,Men without children,Somewhat disapprove,Very important,The Democratic Party,Support,Very serious,Married men,No,Other Christian
14757,59745,The Republican candidate,The Republican candidate,Male,,50-59,White 45-59,16,Never attended college,No,White Independent,Independent,Independent Men,Conservative,Conservative Independents,White,Midwest,Suburbs,White suburban men,Version 3,0.827514827251434,White men,White, Illinois,Never,All others,No children in home,No,No,No,No,Health care,Yes,Men without children,Strongly approve,Not too important,The Republican Party,Oppose,Not too serious,Married men,Yes,Other Christian
14760,59752,The Republican candidate,The Democratic candidate,Female,The Democratic candidate,45-49,White 45-59,15,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Republicans,Republican,Republican Women,Moderate,Mod./Liberal Republicans,White,Midwest,Suburbs,White suburban women,Version 3,0.7557101845741271,White women,White,Ohio,A few times a year,All others,"Yes, only girls",Yes,Yes,No,Yes,Gun policy,Yes,Women with children,Somewhat disapprove,Very important,The Democratic Party,Support,Very serious,Married women,No,Other Christian
14775,59793,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,30-39,Black 30-44,9,Associate's degree (AA or AS),No,Black Independent,Something else,Independent Men,Moderate,Moderate Independents,Black,Midwest,"Cities 50,000-500,000",Other,Version 3,0.410078436136246,Black men,Non-white,Ohio,Never,All others,"Yes, both boys and girls",No,Yes,Yes,Yes,The economy,No,Men with children,Somewhat disapprove,Very important,The Democratic Party,Support,Very serious,Non married men,Yes,None
14778,59797,The Republican candidate,The Republican candidate,Female,The Republican candidate,50-59,White 45-59,14,Attended college but received no degree,No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,Midwest,Suburbs,White suburban women,Version 3,0.8195729851722721,White women,White,Ohio,Once a week or more,All others,"Yes, only girls",Yes,Yes,No,Yes,Immigration,Yes,Women with children,Strongly approve,Not too important,The Republican Party,Support,Very serious,Married women,Yes,Other Christian
14779,59798,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,25-29,White 18-29,3,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,East,"Cities over 500,000",Other,Version 3,0.194021821022034,White women,White,Pennsylvania,A few times a year,All others,"Yes, only girls",No,Yes,No,Yes,Immigration,Yes,Women with children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Married women,Yes,Other Christian
14785,59821,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,18-24,White 18-29,12,Attended college but received no degree,No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,Midwest,"Cities over 500,000",Other,Version 3,0.392687380313873,White women,White,Ohio,Never,All others,No children in home,No,No,No,No,Gun policy,No,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Non married women,Yes,None
14789,59831,The Democratic candidate,The Democratic candidate,Female,,45-49,White 45-59,6,Associate's degree (AA or AS),No,White Independent,Independent,Independent Women,Liberal,Liberal Independents,White,Midwest,Suburbs,White suburban women,Version 3,0.444108754396439,White women,White, Illinois,Never,All others,"Yes, only boys",No,Yes,Yes,No,Health care,No,Women with children,Strongly disapprove,Very important,The Democratic Party,Support,Somewhat serious,Non married women,No,None
14792,59836,The Democratic candidate,The Democratic candidate,Male,,50-59,White 45-59,1,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,White,South,"Cities 50,000-500,000",Other,Version 3,0.253880798816681,White men,White, Georgia,Once a week or more,All others,No children in home,No,No,No,No,Health care,No,Men without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Non married men,No,Other Christian
14800,59853,The Republican candidate,The Democratic candidate,Male,,65 or over,Black 60+,16,Never attended college,No,Black Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,Black,Midwest,Suburbs,Other,Version 3,1.12034094333649,Black men,Non-white, Illinois,A few times a year,Catholic/Do not attend weekly,No children in home,Yes,No,No,No,Gun policy,Yes,Men without children,Strongly approve,Somewhat important,The Republican Party,Oppose,Somewhat serious,Married men,Yes,Catholic
14805,59870,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,25-29,Black 18-29,9,Attended college but received no degree,No,Black Democrat,Democrat,Democratic Women,Conservative,Mod/Conserv. Democrats,Black,Midwest,"Cities 50,000-500,000",Other,Version 3,0.40288704633712796,Black women,Non-white,Ohio,Never,All others,"Yes, only boys",Yes,Yes,Yes,No,Health care,No,Women with children,Strongly disapprove,Very important,The Democratic Party,Omit,Very serious,Non married women,No,Other Christian
14806,59872,The Democratic candidate,,Female,The Democratic candidate,30-39,Black 30-44,1,Bachelor's degree (BA or BS),No,Black Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,Black,South,Suburbs,Other,Version 3,0.749954342842102,Black women,Non-white, Mississippi,Once a week or more,Protestant/Attend weekly,No children in home,No,No,No,No,Gun policy,No,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Non married women,Yes,Protestant
14809,59877,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,65 or over,White 60+,5,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Women,Conservative,Mod/Conserv. Democrats,White,East,Suburbs,White suburban women,Version 3,0.678515493869781,White women,White,Pennsylvania,Once a week or more,All others,No children in home,No,No,No,No,Gun policy,Yes,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Married women,No,Jewish
14811,59881,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,60-64,White 60+,17,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,East,Suburbs,White suburban women,Version 3,1.4889645576477097,White women,White,Pennsylvania,A few times a month,Catholic/Do not attend weekly,No children in home,No,No,No,No,Health care,Yes,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Somewhat serious,Married women,No,Catholic
14813,59885,The Republican candidate,The Republican candidate,Female,The Republican candidate,18-24,White 18-29,9,Associate's degree (AA or AS),No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,East,Rural,Other,Version 3,0.6645241975784301,White women,White,Pennsylvania,Once a week or more,Protestant/Attend weekly,No children in home,Yes,No,No,No,Omit,Yes,Women without children,Somewhat approve,Not at all important,Omit,Oppose,Very serious,Married women,Yes,Protestant
14817,59893,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,18-24,Latino 18-29,13,Attended college but received no degree,Yes,Latino Independent,Independent,Independent Men,Liberal,Liberal Independents,Hispanic/Latino,South,"Cities 50,000-500,000",Other,Version 3,1.05915439128876,Latino men,Non-white,Florida,Never,All others,No children in home,No,No,No,No,Health care,No,Men without children,Strongly disapprove,Very important,The Democratic Party,Support,Somewhat serious,Non married men,No,None
14821,59908,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,30-39,White 30-44,13,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,Midwest,Suburbs,White suburban women,Version 3,0.4962317049503329,White women,White,Ohio,A few times a year,Protestant/Do not attend weekly,"Yes, only girls",Yes,Yes,No,Yes,The economy,Yes,Women with children,Somewhat disapprove,Somewhat important,The Democratic Party,Support,Somewhat serious,Married women,No,Protestant
14824,59915,The Democratic candidate,Other,Female,,18-24,White 18-29,12,Attended college but received no degree,No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,Midwest,Suburbs,White suburban women,Version 3,0.5942593812942499,White women,White, Illinois,A few times a year,Protestant/Do not attend weekly,No children in home,Yes,No,No,No,The economy,No,Women without children,Somewhat approve,Somewhat important,The Democratic Party,Oppose,Somewhat serious,Non married women,No,Protestant
14829,59927,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,18-24,White 18-29,5,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,East,Suburbs,White suburban women,Version 3,0.34691232442855796,White women,White,Pennsylvania,A few times a year,All others,No children in home,No,No,No,No,Gun policy,No,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Non married women,No,Jewish
14833,59939,The Democratic candidate,The Democratic candidate,Male,Other,45-49,All others,5,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Other,Independent,Independent Men,Moderate,Moderate Independents,Asian,East,Suburbs,Other,Version 3,0.975518643856049,All other races,Non-white,Massachusetts,A few times a year,All others,"Yes, both boys and girls",No,Yes,Yes,Yes,The economy,Yes,Men with children,Strongly disapprove,Very important,The Democratic Party,Support,Somewhat serious,Married men,No,Other
14839,59949,The Democratic candidate,,Male,The Democratic candidate,25-29,White 18-29,2,Attended college but received no degree,No,White Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,White,East,Rural,Other,Version 3,1.5002155303955098,White men,White,West Virginia,A few times a year,Protestant/Do not attend weekly,No children in home,Yes,No,No,No,Immigration,No,Men without children,Somewhat approve,Somewhat important,The Democratic Party,Oppose,Somewhat serious,Non married men,Yes,Protestant
14842,59956,The Democratic candidate,The Democratic candidate,Female,,30-39,Black 30-44,3,Attended college but received no degree,No,Black Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Black,Midwest,Suburbs,Other,Version 3,0.481072545051575,Black women,Non-white, Illinois,Once a week or more,All others,"Yes, only boys",Yes,Yes,Yes,No,Health care,No,Women with children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Non married women,No,Other Christian
14848,59974,The Democratic candidate,,Female,The Democratic candidate,30-39,Black 30-44,1,Bachelor's degree (BA or BS),No,Black Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Black,South,Suburbs,Other,Version 3,0.749954342842102,Black women,Non-white, Mississippi,A few times a month,Protestant/Do not attend weekly,No children in home,Yes,No,No,No,Immigration,No,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Non married women,Yes,Protestant
14849,59975,The Republican candidate,The Republican candidate,Male,The Republican candidate,40-44,White 30-44,14,Bachelor's degree (BA or BS),No,White Independent,Something else,Independent Men,Conservative,Conservative Independents,White,East,Rural,Other,Version 3,0.875981688499451,White men,White,Pennsylvania,A few times a month,All others,"Yes, both boys and girls",Yes,Yes,Yes,Yes,The economy,Yes,Men with children,Strongly approve,Not at all important,The Republican Party,Oppose,Not at all serious,Married men,Yes,Other Christian
14852,59980,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,40-44,White 30-44,5,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,East,Suburbs,White suburban women,Version 3,0.44243860244751,White women,White,Pennsylvania,Never,All others,"Yes, only boys",No,Yes,Yes,No,Gun policy,Yes,Women with children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Married women,No,None
14854,59983,The Democratic candidate,The Democratic candidate,Male,,65 or over,White 60+,6,Associate's degree (AA or AS),No,White Independent,Independent,Independent Men,Liberal,Liberal Independents,White,Midwest,Suburbs,White suburban men,Version 3,0.903545379638672,White men,White, Illinois,A few times a year,All others,No children in home,Yes,No,No,No,Health care,No,Men without children,Strongly disapprove,Somewhat important,The Democratic Party,Support,Somewhat serious,Non married men,Yes,Other Christian
14873,60022,The Republican candidate,,Male,The Republican candidate,50-59,White 45-59,1,Never attended college,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,South,Suburbs,White suburban men,Version 3,1.6968983411788898,White men,White, Mississippi,A few times a month,Protestant/Do not attend weekly,No children in home,Yes,No,No,No,The economy,Yes,Men without children,Strongly approve,Not too important,The Republican Party,Oppose,Somewhat serious,Married men,Yes,Protestant
14875,60028,The Democratic candidate,The Republican candidate,Male,,45-49,Latino 45-59,17,Associate's degree (AA or AS),Yes,Latino Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,Hispanic/Latino,Midwest,Rural,Other,Version 3,0.5082853436470031,Latino men,Non-white, Illinois,Once a week or more,Catholic/Attend weekly,"Yes, only boys",No,Yes,Yes,No,Immigration,Yes,Men with children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Married men,No,Catholic
14877,60033,The Republican candidate,The Republican candidate,Male,The Republican candidate,30-39,White 30-44,5,Associate's degree (AA or AS),No,White Independent,Something else,Independent Men,Conservative,Conservative Independents,White,Midwest,Suburbs,White suburban men,Version 3,1.1099745035171498,White men,White,Ohio,A few times a year,Protestant/Do not attend weekly,No children in home,No,No,No,No,The economy,No,Men without children,Strongly approve,Not at all important,The Republican Party,Oppose,Not too serious,Non married men,Yes,Protestant
14879,60035,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,18-24,White 18-29,12,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,Midwest,"Cities over 500,000",Other,Version 3,0.392687380313873,White women,White,Ohio,A few times a month,Catholic/Do not attend weekly,No children in home,No,No,No,No,Gun policy,No,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Non married women,No,Catholic
14883,60043,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,60-64,White 60+,5,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,East,Suburbs,White suburban women,Version 3,1.21326971054077,White women,White,Massachusetts,A few times a year,Catholic/Do not attend weekly,No children in home,No,No,No,No,Health care,No,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Non married women,No,Catholic
14902,60080,The Republican candidate,The Republican candidate,Female,The Republican candidate,40-44,White 30-44,8,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Republicans,Republican,Republican Women,Moderate,Mod./Liberal Republicans,White,East,Suburbs,White suburban women,Version 3,0.6356313824653629,White women,White,Pennsylvania,A few times a year,Catholic/Do not attend weekly,"Yes, only girls",No,Yes,No,Yes,Immigration,Yes,Women with children,Strongly approve,Somewhat important,The Democratic Party,Oppose,Somewhat serious,Married women,No,Catholic
14912,60097,The Democratic candidate,The Democratic candidate,Male,,30-39,Black 30-44,3,Associate's degree (AA or AS),No,Black Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,Black,Midwest,Suburbs,Other,Version 3,0.48965951800346397,Black men,Non-white, Illinois,Once a week or more,All others,"Yes, both boys and girls",Yes,Yes,Yes,Yes,Gun policy,No,Men with children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Non married men,Yes,Other Christian
14921,60118,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,50-59,White 45-59,9,Associate's degree (AA or AS),No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,East,"Cities 10,000-50,000",Other,Version 3,0.77672553062439,White women,White,Pennsylvania,Never,All others,No children in home,No,No,No,No,Health care,Yes,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Married women,No,Other
14930,60133,The Democratic candidate,The Democratic candidate,Female,Other,60-64,White 60+,1,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Women,Liberal,Liberal Independents,White,East,Rural,Other,Version 3,0.115177005529404,White women,White, Vermont,Never,All others,No children in home,No,No,No,No,Health care,No,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Somewhat serious,Non married women,No,None
14933,60137,The Republican candidate,The Republican candidate,Male,The Republican candidate,65 or over,White 60+,9,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,East,Rural,Other,Version 3,1.6026393175125102,White men,White,Pennsylvania,Once a week or more,Protestant/Attend weekly,No children in home,Yes,No,No,No,The economy,Yes,Men without children,Strongly approve,Not too important,The Republican Party,Oppose,Not at all serious,Married men,Yes,Protestant
14938,60151,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,40-44,White 30-44,5,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,East,Suburbs,White suburban women,Version 3,0.791135013103485,White women,White,Massachusetts,A few times a month,All others,"Yes, both boys and girls",No,Yes,Yes,Yes,Gun policy,Yes,Women with children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Married women,No,Other Christian
14945,60164,The Republican candidate,The Republican candidate,Male,The Republican candidate,50-59,Latino 45-59,15,Associate's degree (AA or AS),Yes,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,Hispanic/Latino,Midwest,Suburbs,Other,Version 3,0.8649151921272281,Latino men,Non-white,Ohio,A few times a month,Catholic/Do not attend weekly,"Yes, only boys",No,Yes,Yes,No,Immigration,Yes,Men with children,Strongly approve,Not too important,The Republican Party,Oppose,Not too serious,Married men,Yes,Catholic
14946,60165,The Democratic candidate,The Republican candidate,Male,,30-39,White 30-44,17,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,Midwest,Rural,Other,Version 3,0.5082853436470031,White men,White, Illinois,A few times a month,Catholic/Do not attend weekly,"Yes, only girls",No,Yes,No,Yes,The economy,Yes,Men with children,Somewhat approve,Somewhat important,The Democratic Party,Support,Somewhat serious,Married men,No,Catholic
14947,60166,The Democratic candidate,The Republican candidate,Male,,30-39,White 30-44,17,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,Midwest,Rural,Other,Version 3,0.5082853436470031,White men,White, Illinois,A few times a month,Catholic/Do not attend weekly,"Yes, only girls",No,Yes,No,Yes,The economy,Yes,Men with children,Somewhat approve,Somewhat important,The Democratic Party,Support,Somewhat serious,Married men,No,Catholic
14950,60172,The Democratic candidate,,Female,The Democratic candidate,30-39,White 30-44,2,Attended college but received no degree,No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,East,Rural,Other,Version 3,1.5516792535781898,White women,White,West Virginia,Once a week or more,Protestant/Attend weekly,"Yes, only girls",Yes,Yes,No,Yes,Immigration,Yes,Women with children,Somewhat approve,Very important,The Democratic Party,Oppose,Very serious,Married women,Yes,Protestant
14951,60173,The Democratic candidate,,Female,The Democratic candidate,30-39,White 30-44,2,Attended college but received no degree,No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,East,Rural,Other,Version 3,1.5516792535781898,White women,White,West Virginia,Once a week or more,Protestant/Attend weekly,"Yes, only girls",Yes,Yes,No,Yes,Immigration,Yes,Women with children,Somewhat approve,Very important,The Democratic Party,Oppose,Very serious,Married women,Yes,Protestant
14954,60182,The Democratic candidate,The Republican candidate,Female,Other,40-44,White 30-44,2,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,East,Suburbs,White suburban women,Version 3,0.344413816928864,White women,White,Maine,Never,All others,"Yes, only girls",No,Yes,No,Yes,The economy,Yes,Women with children,Somewhat approve,Very important,The Democratic Party,Support,Somewhat serious,Married women,Yes,None
14955,60183,The Republican candidate,The Republican candidate,Male,,65 or over,All others,12,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,Other,Midwest,Suburbs,Other,Version 3,2.2678203582763703,All other races,Non-white, Illinois,Once a week or more,All others,No children in home,No,No,No,No,Immigration,Yes,Men without children,Strongly approve,Somewhat important,The Republican Party,Oppose,Not too serious,Married men,No,Other Christian
14957,60186,The Republican candidate,The Republican candidate,Female,The Republican candidate,30-39,White 30-44,9,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,East,"Cities 50,000-500,000",Other,Version 3,0.603849828243256,White women,White,Pennsylvania,Once a week or more,Catholic/Attend weekly,"Yes, only boys",Yes,Yes,Yes,No,The economy,Yes,Women with children,Strongly approve,Not at all important,The Republican Party,Support,Not at all serious,Married women,Yes,Catholic
14959,60202,The Republican candidate,The Republican candidate,Male,,45-49,White 45-59,1,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Moderate,Mod./Liberal Republicans,White,Midwest,Suburbs,White suburban men,Version 3,1.0378999710083001,White men,White, Illinois,Never,All others,"Yes, only girls",No,Yes,No,Yes,Health care,Yes,Men with children,Strongly disapprove,Not at all important,Omit,Support,Omit,Married men,Yes,None
14964,60209,The Republican candidate,The Republican candidate,Male,The Republican candidate,60-64,White 60+,1,Associate's degree (AA or AS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,Midwest,"Cities 50,000-500,000",Other,Version 3,1.51779115200043,White men,White,Ohio,Once a week or more,Protestant/Attend weekly,No children in home,Yes,No,No,No,The economy,No,Men without children,Strongly approve,Somewhat important,The Republican Party,Oppose,Very serious,Non married men,No,Protestant
14967,60218,The Republican candidate,The Republican candidate,Male,The Republican candidate,50-59,White 45-59,9,Never attended college,No,All Republicans,Republican,Republican Men,Moderate,Mod./Liberal Republicans,White,East,"Cities 10,000-50,000",Other,Version 3,1.3237055540084801,White men,White,Pennsylvania,Never,Protestant/Do not attend weekly,No children in home,No,No,No,No,The economy,Yes,Men without children,Strongly approve,Somewhat important,The Democratic Party,Oppose,Very serious,Married men,No,Protestant
14985,60262,The Democratic candidate,The Democratic candidate,Female,Other,30-39,White 30-44,1,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,East,Rural,Other,Version 3,0.07510329782962799,White women,White, Vermont,A few times a year,All others,"Yes, both boys and girls",No,Yes,Yes,Yes,Health care,Yes,Women with children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Married women,Yes,Jewish
14998,60292,The Democratic candidate,The Democratic candidate,Male,Other,30-39,White 30-44,2,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,White,East,Suburbs,White suburban men,Version 3,0.424683630466461,White men,White,Maine,Never,All others,"Yes, only boys",No,Yes,Yes,No,Health care,Yes,Men with children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Married men,Yes,None
15000,60295,The Republican candidate,The Republican candidate,Female,The Republican candidate,60-64,White 60+,17,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,East,Suburbs,White suburban women,Version 3,1.48168444633484,White women,White,Pennsylvania,Once a week or more,All others,No children in home,Yes,No,No,No,Health care,No,Women without children,Strongly disapprove,Somewhat important,The Democratic Party,Oppose,Very serious,Non married women,No,Other Christian
15003,60299,The Republican candidate,,Female,,65 or over,White 60+,12,Never attended college,No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,Midwest,Suburbs,White suburban women,Version 3,1.9814829826355,White women,White, Illinois,Once a week or more,All others,No children in home,Yes,No,No,No,Immigration,No,Women without children,Strongly approve,Not too important,The Republican Party,Oppose,Somewhat serious,Non married women,Yes,Other Christian
15006,60311,The Republican candidate,The Republican candidate,Male,The Democratic candidate,50-59,White 45-59,1,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Moderate,Mod./Liberal Republicans,White,East,Suburbs,White suburban men,Version 3,1.16654205322266,White men,White,Massachusetts,Never,All others,No children in home,No,No,No,No,The economy,Yes,Men without children,Somewhat approve,Very important,The Democratic Party,Support,Very serious,Married men,Yes,Other Christian
15015,60327,The Democratic candidate,Did not vote,Female,The Democratic candidate,30-39,White 30-44,14,Bachelor's degree (BA or BS),No,White Independent,Something else,Independent Women,Moderate,Moderate Independents,White,Midwest,Suburbs,White suburban women,Version 3,0.510210037231445,White women,White,Ohio,A few times a year,Catholic/Do not attend weekly,"Yes, only girls",No,Yes,No,Yes,The economy,Yes,Women with children,Somewhat disapprove,Not too important,Omit,Support,Not too serious,Married women,No,Catholic
15026,60354,The Democratic candidate,The Democratic candidate,Male,Other,25-29,White 18-29,1,Attended college but received no degree,No,White Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,White,East,Rural,Other,Version 3,0.168776154518127,White men,White,Maine,Never,All others,No children in home,No,No,No,No,The economy,No,Men without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Non married men,Yes,None
15030,60362,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,60-64,White 60+,1,Attended college but received no degree,No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,East,Suburbs,White suburban women,Version 3,1.29752457141876,White women,White,Massachusetts,A few times a year,Catholic/Do not attend weekly,No children in home,No,No,No,No,Health care,Yes,Women without children,Strongly disapprove,Somewhat important,The Democratic Party,Support,Somewhat serious,Married women,No,Catholic
