,ID,HOU,GOV,SEX,SEN,AGE8,AGEBYRACE,CDNUM,EDUC18,LATINO,PARTYBYRACE,PARTYID,PARTYSEX,PHIL3,PTYIDEO7,QRACEAI,REGION,SIZEPLAC,SUBURBWHITE,VERSION,WEIGHT,SEXBYRACE,RACE2B,STANUM,TRACK,FAVDEM2,FAVPARTY,FAVREP2,FINSIT2,FORTRUMPH,INCOME18GEN,INCWHITE,LGBT,NEC,TAXCUTS18,TRADE18,UNITED18
13801,57145,2,2.0,1,,6,11,1,3,1.0,1,2,5,1,2,1,3,1,3,Version 4,0.61371248960495,5,2,38,1,2,1,1,1,1,4.0,4.0,2.0,2,2,2,3
13805,57151,1,1.0,2,1.0,3,10,25,2,1.0,6,1,2,2,7,3,1,1,3,Version 4,0.503869652748108,6,2,4,2,1,2,2,2,3,3.0,4.0,2.0,2,2,3,3
13810,57164,4,,1,2.0,2,5,4,1,2.0,1,2,5,1,2,2,3,1,3,Version 4,0.278741478919983,3,2,44,1,2,1,1,1,2,1.0,3.0,2.0,2,1,2,3
13815,57180,1,,2,1.0,3,6,4,4,2.0,4,1,2,2,7,2,3,1,3,Version 4,0.8645716905593871,4,2,44,2,1,2,2,2,3,4.0,4.0,2.0,4,2,3,3
13818,57187,2,2.0,1,,7,4,1,4,2.0,1,2,5,3,1,1,3,1,1,Version 4,1.0939199924469,1,1,38,1,2,1,1,1,2,2.0,1.0,2.0,2,1,1,3
13826,57200,2,2.0,2,,3,2,3,1,2.0,1,2,6,3,1,1,3,1,2,Version 4,0.33481493592262296,2,1,9,1,2,1,1,1,1,1.0,1.0,2.0,1,1,2,2
13827,57201,2,2.0,2,,7,4,4,1,2.0,1,2,6,3,1,1,3,1,2,Version 4,1.14282715320587,2,1,38,1,2,1,1,1,1,3.0,2.0,2.0,2,1,1,3
13832,57213,1,1.0,1,,2,9,5,2,1.0,6,1,1,2,7,3,3,2,3,Version 4,0.21315711736679102,5,2,9,2,1,2,2,3,3,3.0,4.0,2.0,3,1,3,3
13843,57244,2,,1,2.0,8,4,5,1,2.0,1,2,5,3,1,1,3,1,1,Version 4,0.7966085076332091,1,1,44,1,2,1,1,2,2,3.0,2.0,2.0,2,1,1,3
13846,57248,1,1.0,1,,8,8,5,2,2.0,4,1,1,1,5,2,3,1,3,Version 4,0.5684106349945071,3,2,38,2,1,2,2,2,3,1.0,3.0,2.0,2,2,2,2
13859,57268,2,,1,2.0,3,2,3,4,2.0,1,2,5,1,2,1,1,2,3,Version 4,0.11299389600753801,1,1,42,2,2,5,3,3,2,2.0,1.0,2.0,2,2,2,3
13863,57284,1,1.0,2,1.0,1,9,3,3,1.0,6,1,2,1,5,3,1,2,3,Version 4,1.08435654640198,6,2,26,3,1,2,2,2,3,2.0,3.0,2.0,2,2,2,3
13866,57290,1,1.0,2,,3,6,11,4,2.0,5,3,4,1,4,2,3,1,3,Version 4,0.343484878540039,4,2,9,2,1,2,2,1,3,4.0,4.0,2.0,2,1,2,3
13869,57298,2,2.0,1,,7,4,1,1,2.0,1,2,5,1,2,1,3,1,1,Version 4,1.0939199924469,1,1,38,1,3,5,3,1,1,3.0,2.0,2.0,1,1,1,3
13870,57299,2,,1,,6,3,5,2,2.0,1,2,5,3,1,1,3,1,1,Version 4,0.61371248960495,1,1,38,1,2,1,1,1,1,3.0,2.0,2.0,2,2,1,3
13878,57316,2,2.0,1,4.0,3,13,3,2,2.0,1,2,5,1,2,4,1,1,3,Version 4,0.6207581758499151,7,2,4,1,2,1,1,3,1,1.0,3.0,2.0,3,3,1,3
13880,57322,1,1.0,2,3.0,5,3,1,5,2.0,3,3,4,2,6,1,4,5,3,Version 4,0.125805780291557,2,1,43,2,2,3,2,2,4,3.0,2.0,2.0,3,2,3,3
13881,57323,2,,1,2.0,6,3,5,1,2.0,2,1,1,2,7,1,3,1,1,Version 4,0.44691443443298295,1,1,44,1,2,1,1,1,1,1.0,1.0,2.0,2,1,1,2
13882,57327,1,,1,1.0,3,2,4,3,2.0,2,1,1,1,5,1,3,1,1,Version 4,0.459912300109863,1,1,44,1,1,2,2,1,2,3.0,2.0,2.0,2,1,2,3
13898,57363,1,1.0,2,1.0,3,6,3,2,2.0,4,1,2,2,7,2,1,1,3,Version 4,0.395617216825485,4,2,4,2,1,2,2,2,2,3.0,4.0,2.0,2,2,2,3
13902,57374,1,1.0,1,1.0,5,7,3,3,2.0,4,1,1,3,5,2,1,2,3,Version 4,1.1099573373794598,3,2,26,2,1,2,2,2,3,2.0,3.0,2.0,2,2,2,3
13908,57387,1,2.0,1,3.0,3,2,1,4,2.0,2,1,1,2,7,1,4,5,3,Version 4,0.102027118206024,1,1,43,2,1,2,2,1,3,4.0,2.0,2.0,2,3,3,3
13912,57394,1,1.0,1,3.0,4,6,25,5,2.0,5,3,3,1,4,2,1,1,3,Version 4,0.37056145071983293,3,2,4,2,1,4,1,2,3,3.0,4.0,2.0,2,2,3,3
13917,57407,1,1.0,1,,6,7,5,1,2.0,4,1,1,1,5,2,3,1,3,Version 4,0.318890511989594,3,2,38,2,1,2,2,3,2,1.0,3.0,2.0,3,3,3,3
13940,57446,1,1.0,2,1.0,7,13,3,3,2.0,8,3,4,1,4,4,1,1,3,Version 4,0.710111320018768,7,2,4,2,1,2,2,3,3,1.0,3.0,2.0,4,3,3,1
13944,57459,2,2.0,1,,8,4,2,5,2.0,3,3,3,3,3,1,1,2,3,Version 4,1.04812979698181,1,1,10,1,2,1,1,1,1,4.0,2.0,2.0,2,2,1,3
13949,57465,2,2.0,1,,1,1,5,2,2.0,3,3,3,1,4,1,3,1,1,Version 4,0.479923129081726,1,1,38,1,2,3,2,2,2,2.0,1.0,2.0,2,2,2,3
13955,57486,1,1.0,1,1.0,3,2,6,4,2.0,3,3,3,1,4,1,3,2,3,Version 4,1.1787972450256299,1,1,8,2,1,2,2,2,3,4.0,2.0,2.0,2,2,2,3
13960,57496,1,1.0,1,,6,7,4,4,2.0,4,1,1,1,5,2,3,1,3,Version 4,0.32303196191787703,3,2,38,2,1,2,2,3,2,1.0,3.0,2.0,4,3,3,2
13973,57529,2,2.0,2,,6,3,11,4,2.0,1,2,6,3,1,1,3,1,2,Version 4,0.6610448956489561,2,1,9,1,2,1,1,1,1,4.0,2.0,2.0,1,1,1,3
13978,57547,1,2.0,1,3.0,6,3,1,4,2.0,2,1,1,1,5,1,4,5,3,Version 4,0.102027118206024,1,1,43,2,1,2,2,2,3,3.0,2.0,2.0,2,2,4,3
13980,57554,2,,2,2.0,3,2,5,1,2.0,1,2,6,1,2,1,3,1,2,Version 4,0.525438666343689,2,1,44,1,2,1,1,1,1,3.0,2.0,2.0,1,1,1,3
13983,57562,1,2.0,2,3.0,7,4,1,1,2.0,2,1,2,1,5,1,4,5,3,Version 4,0.134545639157295,2,1,43,2,1,2,2,3,3,3.0,2.0,2.0,3,3,3,3
13989,57577,2,2.0,2,,4,2,3,2,2.0,1,2,6,3,1,1,3,1,2,Version 4,0.33481493592262296,2,1,9,1,2,1,1,1,1,3.0,2.0,2.0,2,1,1,1
13995,57588,2,2.0,1,,7,4,11,2,2.0,1,2,5,3,1,1,3,1,1,Version 4,1.00219881534576,1,1,9,1,2,1,1,1,1,2.0,1.0,2.0,1,1,1,3
14005,57619,2,,2,2.0,6,3,8,2,2.0,3,3,4,1,4,1,2,2,3,Version 4,1.92730641365051,2,1,12,1,2,1,1,1,1,4.0,2.0,1.0,2,1,1,3
14009,57624,1,1.0,1,,8,4,3,1,2.0,2,1,1,1,5,1,3,1,1,Version 4,0.384904354810715,1,1,9,2,1,2,2,3,3,1.0,1.0,2.0,3,2,3,3
14013,57640,1,,1,,5,3,6,5,2.0,2,1,1,2,7,1,3,2,3,Version 4,0.0640039145946503,1,1,31,2,1,2,2,1,3,4.0,2.0,2.0,2,3,3,3
14016,57644,1,1.0,1,,2,1,2,3,2.0,2,1,1,2,7,1,1,2,3,Version 4,0.424783289432526,1,1,10,2,1,2,2,2,3,3.0,2.0,2.0,3,3,2,3
14027,57673,2,2.0,1,1.0,6,3,3,2,2.0,1,2,5,1,2,1,1,1,1,Version 4,0.6207581758499151,1,1,4,1,2,1,1,3,1,1.0,1.0,2.0,2,2,2,3
14028,57675,2,,2,2.0,1,1,8,2,2.0,3,3,4,3,3,1,2,2,3,Version 4,1.65050721168518,2,1,12,1,2,1,1,1,1,2.0,1.0,2.0,2,1,1,1
14029,57678,1,,1,1.0,3,2,5,2,2.0,2,1,1,2,7,1,3,1,1,Version 4,0.338882714509964,1,1,44,2,1,2,2,3,3,2.0,1.0,1.0,4,3,3,3
14030,57679,1,,1,1.0,3,2,5,2,2.0,2,1,1,2,7,1,3,1,1,Version 4,0.338882714509964,1,1,44,2,1,2,2,3,3,2.0,1.0,1.0,4,3,3,3
14042,57704,1,1.0,2,,6,11,4,1,1.0,6,1,2,1,5,3,3,1,3,Version 4,0.554231941699982,6,2,38,3,1,2,2,3,2,2.0,3.0,2.0,2,3,3,3
14043,57705,1,1.0,1,,7,4,2,5,2.0,2,1,1,2,7,1,4,5,3,Version 4,0.640800654888153,1,1,27,2,1,2,2,2,3,4.0,2.0,2.0,3,2,3,3
14045,57707,2,2.0,2,2.0,4,2,6,1,2.0,3,3,4,3,3,1,2,5,3,Version 4,2.08120226860046,2,1,33,1,2,1,1,1,2,2.0,1.0,2.0,1,1,1,1
14047,57717,2,2.0,1,2.0,6,3,6,5,2.0,1,2,5,1,2,1,3,1,1,Version 4,1.0781788825988798,1,1,8,1,2,1,1,1,1,4.0,2.0,2.0,2,2,1,2
14055,57737,2,2.0,1,,3,2,4,3,2.0,3,4,3,3,3,1,3,1,1,Version 4,0.6216827630996701,1,1,38,3,2,3,2,1,1,1.0,1.0,2.0,1,2,1,1
14056,57738,2,2.0,1,,3,2,4,3,2.0,3,4,3,3,3,1,3,1,1,Version 4,0.6216827630996701,1,1,38,3,2,3,2,1,1,1.0,1.0,2.0,1,2,1,1
14057,57740,1,1.0,1,1.0,1,1,6,4,2.0,2,1,1,2,7,1,2,5,3,Version 4,0.969447016716003,1,1,33,2,1,2,2,2,2,2.0,1.0,2.0,3,2,2,3
14070,57785,1,1.0,2,3.0,4,2,1,4,2.0,3,3,4,2,6,1,4,5,3,Version 4,0.0877329781651497,2,1,43,2,1,2,2,2,3,4.0,2.0,2.0,4,3,3,3
14071,57786,1,1.0,2,1.0,2,9,11,2,1.0,1,2,6,1,2,3,3,2,3,Version 4,1.5534263849258403,6,2,8,2,1,2,2,2,2,1.0,3.0,2.0,3,3,2,3
14072,57789,1,,1,,8,4,11,1,,2,1,1,3,5,1,3,1,1,Version 4,2.2587499618530296,1,1,8,2,1,4,1,3,3,1.0,1.0,2.0,2,2,2,1
14075,57798,1,,1,1.0,7,4,6,5,2.0,2,1,1,2,7,1,3,1,1,Version 4,0.65582138299942,1,1,44,2,1,2,2,2,3,3.0,2.0,2.0,3,3,3,3
14078,57804,2,2.0,1,,6,3,3,2,2.0,1,2,5,3,1,1,3,1,1,Version 4,0.28477847576141396,1,1,9,1,2,1,1,2,1,4.0,2.0,2.0,2,2,1,3
14079,57806,1,,1,1.0,1,5,1,2,2.0,4,1,1,3,5,2,2,1,3,Version 4,0.35437914729118297,3,2,12,1,1,2,2,3,1,3.0,4.0,2.0,3,1,3,3
14080,57807,2,2.0,1,,7,4,2,3,2.0,1,2,5,3,1,1,1,2,3,Version 4,1.04812979698181,1,1,10,1,2,1,1,1,2,3.0,2.0,2.0,2,2,1,3
14093,57853,2,2.0,2,2.0,5,3,6,1,2.0,1,2,6,1,2,1,3,1,2,Version 4,1.2676181793212902,2,1,8,1,2,1,1,1,1,2.0,1.0,2.0,2,1,1,2
14096,57862,1,,1,,7,8,6,2,2.0,4,1,1,2,7,2,3,2,3,Version 4,0.0781769454479218,3,2,31,2,1,2,2,3,3,1.0,3.0,2.0,3,2,3,3
14097,57864,1,1.0,1,1.0,6,3,11,2,2.0,2,1,1,1,5,1,3,2,3,Version 4,1.68960928916931,1,1,8,2,1,2,2,3,3,3.0,2.0,1.0,2,2,3,3
14111,57910,1,1.0,2,,3,2,2,4,2.0,3,3,4,2,6,1,4,5,3,Version 4,0.5152300596237179,2,1,27,2,1,2,2,2,3,1.0,1.0,2.0,3,3,3,3
14119,57930,2,2.0,1,,6,3,3,2,2.0,1,2,5,3,1,1,3,1,1,Version 4,0.28477847576141396,1,1,9,1,2,1,1,1,1,1.0,1.0,2.0,1,2,1,3
14126,57944,1,2.0,1,3.0,3,2,1,4,2.0,3,3,3,2,6,1,4,4,3,Version 4,0.0819308683276176,1,1,43,2,1,2,2,3,3,2.0,1.0,2.0,3,3,3,3
14132,57954,1,,1,1.0,5,3,6,3,2.0,2,1,1,2,7,1,3,1,1,Version 4,0.36792981624603294,1,1,44,2,1,2,2,3,3,1.0,1.0,2.0,3,3,3,3
14134,57960,1,4.0,2,1.0,6,7,22,3,2.0,4,1,2,1,5,2,3,2,3,Version 4,0.7705147266387941,4,2,8,2,3,5,2,2,1,1.0,3.0,2.0,2,3,3,3
14141,57981,1,1.0,1,1.0,3,10,11,5,1.0,7,3,3,2,6,3,3,2,3,Version 4,1.68960928916931,5,2,8,2,1,2,2,3,3,1.0,3.0,2.0,3,2,3,3
14144,57988,2,2.0,2,2.0,8,4,22,5,2.0,1,2,6,1,2,1,3,2,3,Version 4,2.31855988502502,2,1,8,1,2,1,1,1,2,5.0,2.0,2.0,1,3,2,3
14156,58030,1,,1,,3,2,6,5,2.0,3,4,3,1,4,1,3,2,3,Version 4,0.0640039145946503,1,1,31,2,1,2,2,2,3,3.0,2.0,2.0,2,2,3,3
14164,58048,1,1.0,2,4.0,3,13,1,4,2.0,8,3,4,1,4,6,4,5,3,Version 4,0.0877329781651497,7,2,43,2,1,2,2,2,3,3.0,4.0,1.0,2,2,2,3
14170,58076,2,2.0,1,,6,3,2,1,2.0,3,3,3,1,4,1,4,5,3,Version 4,0.467221468687058,1,1,27,1,2,1,1,2,2,1.0,1.0,2.0,2,1,4,3
14183,58118,1,,1,3.0,4,2,1,4,2.0,3,3,3,1,4,1,3,1,1,Version 4,0.41540464758873,1,1,44,2,2,3,2,2,2,3.0,2.0,2.0,2,3,4,3
14190,58132,2,2.0,1,2.0,7,4,22,4,2.0,1,2,5,3,1,1,3,2,3,Version 4,2.24815988540649,1,1,8,1,2,1,1,1,2,5.0,2.0,2.0,1,1,2,3
14191,58143,1,,1,1.0,6,3,6,2,2.0,3,3,3,3,3,1,3,1,1,Version 4,0.36792981624603294,1,1,44,2,1,2,2,2,3,1.0,1.0,2.0,3,2,3,3
14193,58151,1,1.0,2,1.0,6,7,21,4,2.0,4,1,2,2,7,2,3,1,3,Version 4,0.83341383934021,4,2,8,2,1,2,2,2,3,4.0,4.0,2.0,3,2,2,3
14194,58157,2,2.0,1,2.0,8,4,1,4,2.0,1,2,5,3,1,1,4,5,3,Version 4,0.122008830308914,1,1,43,2,2,1,1,2,2,1.0,1.0,2.0,3,1,3,3
14195,58168,1,1.0,1,3.0,4,13,1,5,2.0,8,1,1,2,7,5,4,4,3,Version 4,0.0819308683276176,7,2,43,2,1,2,2,2,3,4.0,4.0,2.0,3,1,3,3
14204,58181,1,,1,1.0,3,6,6,5,2.0,5,4,3,1,4,2,3,1,3,Version 4,0.252125382423401,3,2,44,2,1,2,2,2,2,1.0,3.0,2.0,3,2,2,3
14211,58210,1,,1,1.0,2,1,1,4,2.0,2,1,1,2,7,1,3,1,1,Version 4,0.324846357107162,1,1,44,2,1,2,2,1,3,4.0,2.0,2.0,3,1,2,3
14213,58222,1,1.0,1,1.0,4,10,6,3,1.0,7,3,3,1,4,2,3,1,3,Version 4,0.560231387615204,5,2,8,2,2,3,2,2,2,3.0,4.0,2.0,3,3,3,3
14218,58241,2,2.0,1,,7,4,10,1,2.0,1,2,5,3,1,1,3,1,1,Version 4,0.501099407672882,1,1,9,1,2,1,1,1,1,2.0,1.0,2.0,2,1,1,1
14222,58251,1,1.0,1,,4,2,2,5,2.0,3,3,3,2,6,1,4,5,3,Version 4,0.41784593462944003,1,1,27,2,1,2,2,2,3,4.0,2.0,2.0,2,1,2,3
14231,58277,1,1.0,2,1.0,6,3,22,5,2.0,3,3,4,1,4,1,3,2,3,Version 4,1.12442207336426,2,1,8,1,1,2,2,2,3,4.0,2.0,1.0,2,2,3,3
14235,58293,1,,1,1.0,6,7,6,1,2.0,4,1,1,2,7,2,3,1,3,Version 4,0.252125382423401,3,2,44,2,1,2,2,3,2,1.0,3.0,2.0,3,3,3,3
14237,58298,1,1.0,1,1.0,3,2,12,3,2.0,3,3,3,1,4,1,3,1,1,Version 4,1.26720702648163,1,1,8,2,1,2,2,3,2,2.0,1.0,2.0,4,3,3,3
14244,58319,2,2.0,1,1.0,7,4,4,3,2.0,1,2,5,3,1,1,2,5,3,Version 4,1.6419041156768799,1,1,33,1,2,1,1,1,1,2.0,1.0,2.0,2,1,1,2
14247,58332,1,1.0,1,1.0,6,3,12,2,2.0,3,3,3,2,6,1,3,1,1,Version 4,1.26720702648163,1,1,8,2,1,4,1,2,3,3.0,2.0,2.0,2,2,2,3
14248,58335,1,,2,,6,3,9,3,2.0,1,2,6,3,1,1,3,5,3,Version 4,0.556946098804474,2,1,31,1,2,1,1,1,1,3.0,2.0,2.0,2,1,1,3
14249,58336,1,1.0,1,,6,3,2,5,2.0,3,3,3,1,4,1,4,5,3,Version 4,0.41784593462944003,1,1,27,2,1,2,2,2,3,4.0,2.0,2.0,3,3,2,3
14250,58341,1,1.0,1,,3,10,10,2,1.0,6,1,1,2,7,1,3,1,3,Version 4,0.21317112445831302,5,2,9,2,1,2,2,3,3,1.0,3.0,2.0,3,3,3,3
14258,58362,2,,1,2.0,4,2,8,5,2.0,3,4,3,3,3,1,3,2,3,Version 4,0.595885932445526,1,1,44,2,2,1,1,2,2,4.0,2.0,2.0,3,2,2,3
14263,58373,2,2.0,2,,1,1,2,1,2.0,1,2,6,3,1,1,4,5,3,Version 4,0.451725363731384,2,1,27,1,2,1,1,1,1,3.0,2.0,2.0,1,1,1,1
14265,58379,2,,1,2.0,6,3,1,3,2.0,1,2,5,3,1,1,2,1,1,Version 4,0.664722144603729,1,1,12,1,2,1,1,1,1,3.0,2.0,2.0,1,1,1,3
14271,58403,1,1.0,2,,4,2,10,3,2.0,2,1,2,1,5,1,3,1,2,Version 4,0.250625938177109,2,1,9,2,1,2,2,3,3,2.0,1.0,1.0,2,3,3,3
14274,58406,2,,1,2.0,3,2,8,5,2.0,1,2,5,1,2,1,3,2,3,Version 4,0.595885932445526,1,1,44,1,2,1,1,1,2,3.0,2.0,2.0,3,3,3,3
14279,58424,2,,1,,6,3,9,5,2.0,1,2,5,3,1,1,3,5,3,Version 4,0.6247271895408629,1,1,31,2,2,1,1,1,1,3.0,2.0,2.0,2,2,1,3
14282,58436,1,,1,1.0,5,3,1,4,2.0,1,2,5,1,2,1,3,1,1,Version 4,0.41540464758873,1,1,44,2,2,3,2,2,3,4.0,2.0,2.0,3,2,2,3
14283,58439,1,,1,1.0,8,4,6,4,2.0,2,1,1,2,7,1,3,1,1,Version 4,0.65582138299942,1,1,44,2,1,2,2,2,3,2.0,1.0,1.0,2,2,2,3
14287,58455,2,2.0,2,2.0,2,1,22,4,2.0,3,3,4,1,4,1,3,2,3,Version 4,1.1596074104309098,2,1,8,2,2,3,2,2,2,4.0,2.0,2.0,2,1,2,3
14289,58457,1,,2,1.0,6,3,8,4,2.0,3,4,4,2,6,1,3,2,3,Version 4,0.531233966350555,2,1,44,2,1,2,2,3,3,3.0,2.0,2.0,4,2,3,3
14290,58459,1,1.0,1,,1,1,2,4,2.0,2,1,1,2,7,1,4,5,3,Version 4,0.327629446983337,1,1,27,2,1,2,2,2,3,1.0,1.0,2.0,2,2,2,3
14291,58460,2,2.0,1,,3,2,3,2,2.0,1,2,5,3,1,1,3,1,1,Version 4,1.46186292171478,1,1,9,1,2,1,1,1,4,3.0,2.0,2.0,2,1,1,3
14299,58480,1,,1,1.0,3,2,6,2,2.0,3,3,3,2,6,1,3,1,1,Version 4,0.36792981624603294,1,1,44,2,1,2,2,1,3,1.0,1.0,2.0,2,2,2,3
14300,58481,1,,1,1.0,6,7,1,4,2.0,5,3,3,2,6,2,3,1,3,Version 4,0.28465768694877597,3,2,44,2,1,2,2,2,3,4.0,4.0,2.0,3,2,3,3
14309,58521,1,,2,1.0,8,12,1,1,1.0,6,1,2,3,5,1,2,1,3,Version 4,0.841903150081635,6,2,12,1,1,2,2,2,3,2.0,3.0,2.0,2,2,2,2
14312,58527,1,,1,,4,6,9,1,2.0,4,1,1,3,5,2,3,5,3,Version 4,0.32461383938789395,3,2,31,2,1,4,1,2,2,1.0,3.0,2.0,4,2,3,3
14318,58549,2,2.0,2,,6,3,3,1,2.0,1,2,6,3,1,1,3,1,2,Version 4,1.71871674060822,2,1,9,1,2,1,1,1,1,4.0,2.0,2.0,1,1,1,3
14319,58550,2,2.0,2,,5,3,2,5,2.0,3,3,4,1,4,1,4,5,3,Version 4,0.576113164424896,2,1,27,1,2,5,3,1,2,3.0,2.0,1.0,2,2,2,3
14320,58551,1,1.0,1,1.0,3,6,21,4,2.0,4,1,1,1,5,2,3,1,3,Version 4,0.7088642120361329,3,2,8,2,1,2,2,2,3,1.0,3.0,2.0,2,3,3,3
14321,58553,1,1.0,1,1.0,1,9,3,4,1.0,6,1,1,2,7,3,3,2,3,Version 4,0.619347393512726,5,2,8,2,1,2,2,3,3,2.0,3.0,2.0,3,2,1,3
14322,58557,1,1.0,1,1.0,5,3,8,5,2.0,2,1,1,2,7,1,3,1,1,Version 4,0.75654149055481,1,1,8,2,1,2,2,3,2,3.0,2.0,2.0,3,3,2,3
14329,58581,2,2.0,2,2.0,7,4,6,4,2.0,1,2,6,3,1,1,3,1,2,Version 4,1.98199462890625,2,1,8,1,2,1,1,2,1,4.0,2.0,2.0,2,1,1,3
14336,58599,1,1.0,2,,6,7,10,1,2.0,4,1,2,3,5,2,3,1,3,Version 4,0.17174243927001998,4,2,9,1,1,2,2,1,3,3.0,4.0,2.0,1,2,3,3
14337,58600,1,1.0,2,,6,7,10,1,2.0,4,1,2,3,5,2,3,1,3,Version 4,0.17174243927001998,4,2,9,1,1,2,2,1,3,3.0,4.0,2.0,1,2,3,3
14350,58638,1,,1,1.0,3,2,8,5,2.0,3,3,3,1,4,1,3,2,3,Version 4,0.45184361934661893,1,1,44,2,1,2,2,1,2,5.0,2.0,2.0,3,2,2,3
14353,58648,1,1.0,1,1.0,2,5,3,4,2.0,4,1,1,1,5,2,3,2,3,Version 4,0.48001432418823203,3,2,8,2,1,2,2,2,2,2.0,3.0,2.0,3,3,3,1
14363,58675,1,,2,1.0,3,2,8,5,2.0,3,3,4,1,4,1,3,2,3,Version 4,0.531233966350555,2,1,44,2,1,2,2,2,3,4.0,2.0,2.0,3,3,3,2
14364,58679,1,1.0,1,,1,1,17,1,2.0,2,1,1,1,5,1,2,5,3,Version 4,0.38032600283622703,1,1,11,2,1,2,2,2,2,3.0,2.0,2.0,3,3,2,3
14365,58682,2,2.0,1,,7,4,2,3,2.0,3,3,3,3,3,1,4,5,3,Version 4,0.716522097587585,1,1,27,1,2,1,1,1,1,2.0,1.0,2.0,2,1,1,3
14366,58683,2,2.0,1,,7,4,2,3,2.0,3,3,3,3,3,1,4,5,3,Version 4,0.716522097587585,1,1,27,1,2,1,1,1,1,2.0,1.0,2.0,2,1,1,3
14376,58722,2,2.0,1,,8,4,17,2,2.0,3,4,3,3,3,1,2,5,3,Version 4,1.2681491374969498,1,1,11,2,2,1,1,2,2,1.0,1.0,2.0,2,2,1,3
14382,58735,1,1.0,1,1.0,1,9,3,4,1.0,6,1,1,2,7,2,3,2,3,Version 4,0.48001432418823203,5,2,8,2,1,2,2,3,3,1.0,3.0,2.0,3,3,3,3
14384,58749,2,,1,2.0,6,3,1,4,2.0,1,2,5,3,1,1,4,4,3,Version 4,0.9752452373504642,1,1,45,1,2,1,1,2,2,3.0,2.0,2.0,1,2,2,2
14390,58768,2,,2,1.0,3,2,1,4,2.0,3,3,4,1,4,1,4,4,3,Version 4,1.20253801345825,2,1,45,1,2,1,1,1,2,2.0,1.0,2.0,2,1,2,3
14394,58775,2,2.0,2,2.0,6,3,6,3,2.0,2,1,2,1,5,1,3,1,2,Version 4,1.2676181793212902,2,1,8,1,2,1,1,1,1,4.0,2.0,2.0,1,1,1,1
14396,58783,1,1.0,1,,3,6,1,5,2.0,4,1,1,1,5,2,3,2,3,Version 4,0.147973462939262,3,2,9,2,1,2,2,2,2,2.0,3.0,2.0,3,2,2,3
14399,58800,3,2.0,2,1.0,4,2,12,3,2.0,2,1,2,1,5,1,3,1,2,Version 4,2.0545880794525098,2,1,8,1,2,1,1,1,2,4.0,2.0,2.0,2,1,1,3
14401,58808,1,1.0,2,1.0,3,2,13,5,2.0,1,2,6,2,2,1,3,2,3,Version 4,1.3544174432754499,2,1,8,2,2,3,2,1,3,3.0,2.0,2.0,2,1,2,3
14404,58817,1,1.0,1,1.0,1,1,21,2,2.0,3,4,3,1,4,1,3,1,1,Version 4,0.8089434504508969,1,1,8,2,1,2,2,3,3,3.0,2.0,2.0,3,3,3,3
14407,58830,1,,2,1.0,5,13,1,1,2.0,8,3,4,1,4,4,4,4,3,Version 4,0.9409754872322079,7,2,45,2,2,3,2,2,3,3.0,4.0,2.0,2,2,2,3
14408,58833,1,1.0,1,1.0,5,3,8,3,2.0,3,3,3,1,4,1,3,1,1,Version 4,0.75654149055481,1,1,8,2,1,2,2,2,3,3.0,2.0,2.0,5,3,4,3
14409,58839,2,2.0,1,2.0,2,1,4,3,2.0,2,1,1,1,5,1,2,5,3,Version 4,0.7909920215606691,1,1,33,1,2,1,1,1,1,4.0,2.0,2.0,2,1,1,3
14418,58863,1,1.0,1,,3,6,1,3,2.0,4,1,1,3,5,2,3,2,3,Version 4,0.147973462939262,3,2,9,2,1,2,2,1,3,2.0,3.0,2.0,3,2,3,1
14425,58895,2,,2,2.0,6,3,1,3,2.0,3,3,4,1,4,1,3,1,2,Version 4,0.6440860629081729,2,1,44,1,2,1,1,2,1,4.0,2.0,2.0,2,2,2,3
14430,58907,2,2.0,2,2.0,2,1,16,2,2.0,1,2,6,3,1,1,4,1,2,Version 4,1.373699426651,2,1,36,1,2,1,1,1,1,4.0,2.0,2.0,2,2,1,3
14436,58929,1,,1,1.0,2,1,1,5,2.0,3,3,3,1,4,1,4,4,3,Version 4,0.598356604576111,1,1,45,2,1,2,2,1,3,5.0,2.0,2.0,2,2,2,3
14448,58971,2,2.0,1,,8,4,17,4,2.0,1,2,5,3,1,1,2,5,3,Version 4,1.2681491374969498,1,1,11,2,2,1,1,1,1,2.0,1.0,2.0,2,2,2,3
14454,58986,2,2.0,1,2.0,5,3,15,1,2.0,1,2,5,1,2,1,2,1,1,Version 4,0.7557101845741271,1,1,33,1,1,4,1,1,1,4.0,2.0,2.0,2,1,1,2
14459,59007,1,1.0,2,1.0,3,10,2,2,1.0,7,4,4,3,3,3,2,2,3,Version 4,0.7538117766380309,6,2,33,1,1,2,2,1,2,1.0,3.0,2.0,2,2,2,2
14460,59008,2,2.0,1,2.0,4,2,12,3,2.0,3,3,3,1,4,1,3,1,1,Version 4,1.67117726802826,1,1,8,1,2,1,1,2,2,2.0,1.0,2.0,2,1,1,3
14466,59017,2,2.0,1,2.0,8,4,14,5,2.0,1,2,5,3,1,1,2,1,1,Version 4,1.45690083503723,1,1,33,1,2,1,1,2,1,3.0,2.0,2.0,1,1,1,3
14474,59033,2,2.0,1,2.0,5,11,9,3,1.0,1,2,5,3,1,3,2,2,3,Version 4,0.7557101845741271,5,2,33,1,2,1,1,1,2,4.0,4.0,2.0,2,2,3,3
