,ID,HOU,GOV,SEX,SEN,AGE8,AGEBYRACE,CDNUM,EDUC18,LATINO,PARTYBYRACE,PARTYID,PARTYSEX,PHIL3,PTYIDEO7,QRACEAI,REGION,SIZEPLAC,SUBURBWHITE,VERSION,WEIGHT,SEXBYRACE,RACE2B,STANUM,ELECTSECFOREIGN18,KAVANAUGH18,TRUMP4,VOTE2016,TRUMPFP18,CONTROLHOUSE,VETVOTER,FTVOTER18,ABORTION18
14597,59371,The Democratic candidate,The Democratic candidate,Male,,18-24,White 18-29,16,Never attended college,No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,Midwest,Suburbs,White suburban men,Version 1,0.44116783142089794,White men,White, Illinois,Yes,Support,Strongly disapprove,Didn't vote,No difference,The Democratic Party,No,Yes,Omit
14616,59416,The Republican candidate,The Republican candidate,Male,The Republican candidate,25-29,White 18-29,13,Associate's degree (AA or AS),No,White Independent,Independent,Independent Men,Conservative,Conservative Independents,White,Midwest,Suburbs,White suburban men,Version 1,0.7812824845314029,White men,White,Ohio,Yes,Support,Strongly approve,Other,The U.S. more safe,The Republican Party,No,No,Keep it as is
14617,59417,The Republican candidate,The Republican candidate,Female,The Republican candidate,30-39,White 30-44,11,Attended college but received no degree,No,White Independent,Independent,Independent Women,Conservative,Conservative Independents,White,East,Suburbs,White suburban women,Version 1,1.61026632785797,White women,White,Pennsylvania,Yes,Support,Somewhat approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Overturn it
14620,59423,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,40-44,White 30-44,17,Attended college but received no degree,No,White Independent,Something else,Independent Women,Moderate,Moderate Independents,White,East,Suburbs,White suburban women,Version 1,0.9709069728851322,White women,White,Pennsylvania,Yes,Oppose,Somewhat disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
14624,59431,The Democratic candidate,,Female,The Democratic candidate,25-29,White 18-29,1,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,East,"Cities 10,000-50,000",Other,Version 1,0.598356604576111,White women,White,West Virginia,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
14627,59434,The Republican candidate,The Republican candidate,Female,,50-59,White 45-59,6,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,Midwest,Suburbs,White suburban women,Version 1,0.713391602039337,White women,White, Illinois,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Republican Party,No,No,Keep it as is
14638,59468,The Republican candidate,The Republican candidate,Female,,25-29,White 18-29,17,Associate's degree (AA or AS),No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,Midwest,Rural,Other,Version 1,0.610934495925903,White women,White, Illinois,Yes,Omit,Somewhat approve,Donald Trump,The U.S. more safe,The Republican Party,Yes,No,Overturn it
14639,59471,The Democratic candidate,The Democratic candidate,Female,,30-39,Black 30-44,1,Bachelor's degree (BA or BS),No,Black Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,Black,South,"Cities 50,000-500,000",Other,Version 1,0.147973462939262,Black women,Non-white, Georgia,No,Support,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,Yes,Keep it as is
14640,59472,The Democratic candidate,,Female,The Democratic candidate,60-64,Black 60+,8,Bachelor's degree (BA or BS),No,Black Independent,Independent,Independent Women,Moderate,Moderate Independents,Black,South,"Cities 50,000-500,000",Other,Version 1,0.5518999099731451,Black women,Non-white, Virginia,No,Oppose,Strongly disapprove,Donald Trump,The U.S. less safe,The Democratic Party,No,Yes,Omit
14641,59473,The Republican candidate,The Republican candidate,Male,The Republican candidate,60-64,White 60+,15,Associate's degree (AA or AS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,Midwest,Suburbs,White suburban men,Version 1,1.53750276565552,White men,White,Ohio,Yes,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,Yes,No,Keep it as is
14647,59486,The Republican candidate,The Republican candidate,Female,The Republican candidate,50-59,White 45-59,8,Associate's degree (AA or AS),No,All Republicans,Republican,Republican Women,Moderate,Mod./Liberal Republicans,White,South,Suburbs,White suburban women,Version 1,0.99771773815155,White women,White,Florida,Yes,Oppose,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Keep it as is
14651,59494,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,18-24,Latino 18-29,13,Associate's degree (AA or AS),Yes,Latino Independent,Independent,Independent Women,Liberal,Liberal Independents,White,South,"Cities 50,000-500,000",Other,Version 1,0.900868833065033,Latino women,Non-white,Florida,No,Oppose,Strongly disapprove,Didn't vote,The U.S. less safe,The Democratic Party,No,Yes,Keep it as is
14652,59495,The Republican candidate,,Male,,50-59,White 45-59,9,Associate's degree (AA or AS),No,White Independent,Independent,Independent Men,Conservative,Conservative Independents,White,South,Rural,Other,Version 1,0.7344937324523929,White men,White, North Carolina,No,Support,Somewhat approve,Hillary Clinton,No difference,The Republican Party,No,No,Overturn it
14653,59496,The Republican candidate,The Democratic candidate,Female,,25-29,Black 18-29,5,Associate's degree (AA or AS),No,Black Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Black,Midwest,"Cities over 500,000",Other,Version 1,0.35644403100013705,Black women,Non-white, Illinois,Yes,Oppose,Somewhat disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
14674,59554,The Republican candidate,The Republican candidate,Male,The Republican candidate,30-39,White 30-44,11,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,East,Suburbs,White suburban men,Version 1,1.98555839061737,White men,White,Pennsylvania,No,Support,Somewhat approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Overturn it
14675,59555,The Democratic candidate,The Republican candidate,Female,The Republican candidate,40-44,White 30-44,17,Attended college but received no degree,No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,East,Suburbs,White suburban women,Version 1,0.9709069728851322,White women,White,Pennsylvania,No,Support,Strongly approve,Donald Trump,No difference,The Republican Party,No,No,Keep it as is
14679,59562,The Democratic candidate,Other,Female,,18-24,White 18-29,16,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,Midwest,Suburbs,White suburban women,Version 1,0.385465532541275,White women,White, Illinois,No,Oppose,Somewhat disapprove,Hillary Clinton,No difference,The Democratic Party,No,No,Overturn it
14680,59563,The Republican candidate,The Republican candidate,Female,The Republican candidate,30-39,White 30-44,15,Attended college but received no degree,No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,Midwest,Suburbs,White suburban women,Version 1,0.7557101845741271,White women,White,Ohio,No,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Keep it as is
14684,59571,The Republican candidate,,Female,The Republican candidate,40-44,White 30-44,2,Never attended college,No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,East,Rural,Other,Version 1,1.98299860954285,White women,White,West Virginia,Yes,Support,Somewhat approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Overturn it
14692,59585,The Republican candidate,The Republican candidate,Male,The Republican candidate,30-39,White 30-44,8,Never attended college,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,Midwest,Suburbs,White suburban men,Version 1,0.8879796266555791,White men,White,Ohio,Yes,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Overturn it
14693,59586,The Democratic candidate,The Democratic candidate,Male,,25-29,White 18-29,5,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Men,Liberal,Liberal Independents,White,Midwest,"Cities over 500,000",Other,Version 1,0.333456337451935,White men,White, Illinois,Yes,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,Yes,Keep it as is
14696,59597,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,18-24,All others,12,Bachelor's degree (BA or BS),No,All Other,Independent,Independent Men,Moderate,Moderate Independents,Other,Midwest,"Cities over 500,000",Other,Version 1,0.4494332671165471,All other races,Non-white,Ohio,Omit,Omit,Somewhat disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
14701,59609,The Democratic candidate,The Republican candidate,Male,,30-39,White 30-44,17,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,Midwest,Rural,Other,Version 1,0.5082853436470031,White men,White, Illinois,Yes,Oppose,Somewhat approve,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
14705,59622,The Republican candidate,The Republican candidate,Female,The Republican candidate,45-49,White 45-59,17,Associate's degree (AA or AS),No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,East,Suburbs,White suburban women,Version 1,1.3418885469436599,White women,White,Pennsylvania,Omit,Support,Somewhat disapprove,Donald Trump,The U.S. less safe,The Republican Party,No,No,Omit
14709,59632,The Republican candidate,The Republican candidate,Female,The Republican candidate,30-39,White 30-44,5,Associate's degree (AA or AS),No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,Midwest,Suburbs,White suburban women,Version 1,0.969828009605408,White women,White,Ohio,No,Support,Somewhat approve,Donald Trump,No difference,The Republican Party,No,No,Overturn it
14711,59634,The Democratic candidate,,Male,,50-59,White 45-59,9,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,White,South,Rural,Other,Version 1,0.556946098804474,White men,White, North Carolina,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,Yes,No,Keep it as is
14712,59635,The Democratic candidate,,Male,,50-59,White 45-59,9,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,White,South,Rural,Other,Version 1,0.556946098804474,White men,White, North Carolina,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,Yes,No,Keep it as is
14725,59662,The Democratic candidate,,Male,The Democratic candidate,18-24,All others,8,Attended college but received no degree,No,All Other,Independent,Independent Men,Liberal,Liberal Independents,Asian,South,"Cities 50,000-500,000",Other,Version 1,0.415424913167953,All other races,Non-white, Virginia,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
14726,59663,The Democratic candidate,,Male,The Democratic candidate,18-24,All others,8,Attended college but received no degree,No,All Other,Independent,Independent Men,Liberal,Liberal Independents,Asian,South,"Cities 50,000-500,000",Other,Version 1,0.415424913167953,All other races,Non-white, Virginia,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
14747,59719,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,30-39,Black 30-44,9,Associate's degree (AA or AS),No,Black Democrat,Democrat,Democratic Women,Conservative,Mod/Conserv. Democrats,Black,Midwest,"Cities 50,000-500,000",Other,Version 1,0.40288704633712796,Black women,Non-white,Ohio,No,Oppose,Strongly disapprove,Hillary Clinton,No difference,The Democratic Party,No,No,Keep it as is
14762,59755,The Democratic candidate,The Democratic candidate,Female,,25-29,Black 18-29,3,Attended college but received no degree,No,Black Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Black,Midwest,Suburbs,Other,Version 1,0.481072545051575,Black women,Non-white, Illinois,No,Oppose,Strongly disapprove,Hillary Clinton,No difference,The Democratic Party,No,No,Keep it as is
14763,59764,The Democratic candidate,The Democratic candidate,Male,,50-59,Black 45-59,1,Associate's degree (AA or AS),No,Black Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,Black,Midwest,Suburbs,Other,Version 1,0.49209496378898604,Black men,Non-white, Illinois,Yes,Oppose,Somewhat disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,Yes,No,Keep it as is
14767,59772,The Democratic candidate,Other,Male,Other,65 or over,White 60+,1,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,White,East,Rural,Other,Version 1,0.142020389437675,White men,White, Vermont,No,Oppose,Strongly disapprove,Other,The U.S. less safe,The Democratic Party,Yes,No,Keep it as is
14773,59791,The Republican candidate,The Republican candidate,Male,The Republican candidate,25-29,Latino 18-29,13,Bachelor's degree (BA or BS),Yes,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,South,"Cities 50,000-500,000",Other,Version 1,1.39679992198944,Latino men,Non-white,Florida,Yes,Support,Somewhat approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Keep it as is
14780,59808,The Democratic candidate,The Democratic candidate,Female,,45-49,White 45-59,1,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,Midwest,Suburbs,White suburban women,Version 1,0.564545035362244,White women,White, Illinois,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
14782,59814,The Democratic candidate,The Democratic candidate,Female,,50-59,Black 45-59,3,Associate's degree (AA or AS),No,Black Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Black,Midwest,Suburbs,Other,Version 1,0.481072545051575,Black women,Non-white, Illinois,Yes,Oppose,Strongly disapprove,Other,The U.S. less safe,The Democratic Party,No,No,Overturn it
14784,59816,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,50-59,White 45-59,8,Never attended college,No,All Republicans,Republican,Republican Women,Liberal,Mod./Liberal Republicans,White,Midwest,Suburbs,White suburban women,Version 1,0.482998847961426,White women,White,Ohio,Yes,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Overturn it
14786,59824,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,30-39,White 30-44,5,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,East,Suburbs,White suburban women,Version 1,0.44243860244751,White women,White,Pennsylvania,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
14790,59832,The Republican candidate,The Republican candidate,Female,The Republican candidate,65 or over,White 60+,13,Never attended college,No,White Independent,Independent,Independent Women,Conservative,Conservative Independents,White,Midwest,Suburbs,White suburban women,Version 1,1.41698575019836,White women,White,Ohio,Yes,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Overturn it
14793,59837,The Democratic candidate,The Democratic candidate,Female,,18-24,Latino 18-29,17,Bachelor's degree (BA or BS),Yes,Latino Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,Hispanic/Latino,Midwest,Rural,Other,Version 1,0.38032600283622703,Latino women,Non-white, Illinois,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,Yes,Keep it as is
14794,59838,Other,The Republican candidate,Female,Other,30-39,White 30-44,1,Never attended college,No,White Independent,Something else,Independent Women,Conservative,Conservative Independents,White,East,Rural,Other,Version 1,0.0855694785714149,White women,White, Vermont,Omit,Omit,Somewhat approve,Other,The U.S. less safe,Omit,No,No,Omit
14803,59862,The Democratic candidate,,Male,The Democratic candidate,18-24,White 18-29,2,Attended college but received no degree,No,White Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,White,East,Rural,Other,Version 1,1.5002155303955098,White men,White,West Virginia,No,Oppose,Somewhat disapprove,Hillary Clinton,No difference,The Democratic Party,No,Yes,Keep it as is
14804,59867,The Democratic candidate,The Democratic candidate,Female,,18-24,White 18-29,6,Attended college but received no degree,No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,Midwest,Suburbs,White suburban women,Version 1,0.38032600283622703,White women,White, Illinois,No,Oppose,Strongly disapprove,Didn't vote,The U.S. less safe,The Democratic Party,No,Yes,Keep it as is
14810,59878,The Republican candidate,The Republican candidate,Female,The Republican candidate,50-59,White 45-59,11,Attended college but received no degree,No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,East,Suburbs,White suburban women,Version 1,1.61026632785797,White women,White,Pennsylvania,Yes,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Overturn it
14815,59888,The Republican candidate,The Republican candidate,Male,The Republican candidate,18-24,White 18-29,12,Attended college but received no degree,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,Midwest,"Cities over 500,000",Other,Version 1,0.7219445705413822,White men,White,Ohio,Yes,Support,Somewhat approve,Didn't vote,The U.S. more safe,The Republican Party,No,Yes,Overturn it
14819,59906,The Democratic candidate,The Democratic candidate,Male,The Republican candidate,50-59,White 45-59,14,Never attended college,No,White Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,White,East,Rural,Other,Version 1,0.6338056921958921,White men,White,Pennsylvania,Yes,Support,Somewhat approve,Donald Trump,No difference,The Republican Party,No,No,Keep it as is
14831,59930,The Democratic candidate,The Democratic candidate,Female,,45-49,Latino 45-59,1,Associate's degree (AA or AS),Yes,Latino Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Hispanic/Latino,Midwest,Suburbs,Other,Version 1,0.564545035362244,Latino women,Non-white, Illinois,No,Oppose,Strongly disapprove,Hillary Clinton,No difference,The Democratic Party,No,No,Keep it as is
14838,59948,The Democratic candidate,The Democratic candidate,Male,,50-59,White 45-59,6,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,White,Midwest,Suburbs,White suburban men,Version 1,0.5082853436470031,White men,White, Illinois,No,Support,Somewhat disapprove,Hillary Clinton,The U.S. more safe,The Democratic Party,Yes,Yes,Keep it as is
14841,59954,The Republican candidate,The Republican candidate,Female,The Republican candidate,40-44,White 30-44,17,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,East,Suburbs,White suburban women,Version 1,1.3418885469436599,White women,White,Pennsylvania,Yes,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Overturn it
14843,59957,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,50-59,Black 45-59,3,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,Black Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,Black,East,"Cities over 500,000",Other,Version 1,0.27973884344101,Black women,Non-white,Pennsylvania,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
14851,59978,The Republican candidate,The Republican candidate,Female,The Republican candidate,45-49,White 45-59,5,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,Midwest,Suburbs,White suburban women,Version 1,0.969828009605408,White women,White,Ohio,No,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Overturn it
14856,59986,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,18-24,Black 18-29,5,Bachelor's degree (BA or BS),No,Black Independent,Independent,Independent Men,Moderate,Moderate Independents,Black,East,Suburbs,Other,Version 1,0.8647114038467411,Black men,Non-white,Massachusetts,Yes,Support,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
14863,60000,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,30-39,Black 30-44,1,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,Black Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Black,Midwest,"Cities 50,000-500,000",Other,Version 1,0.39772182703018205,Black women,Non-white,Ohio,No,Support,Somewhat disapprove,Other,No difference,The Democratic Party,No,No,Keep it as is
14864,60001,The Democratic candidate,The Democratic candidate,Male,,25-29,White 18-29,5,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,White,Midwest,"Cities over 500,000",Other,Version 1,0.607061505317688,White men,White, Illinois,No,Oppose,Strongly disapprove,Didn't vote,The U.S. less safe,The Democratic Party,No,Yes,Keep it as is
14865,60004,The Democratic candidate,,Female,The Democratic candidate,18-24,White 18-29,2,Attended college but received no degree,No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,East,Rural,Other,Version 1,1.21665847301483,White women,White,West Virginia,No,Oppose,Somewhat approve,Hillary Clinton,No difference,The Democratic Party,No,Yes,Keep it as is
14869,60013,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,18-24,White 18-29,9,Attended college but received no degree,No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,East,Rural,Other,Version 1,0.48080831766128496,White women,White,Pennsylvania,No,Oppose,Strongly disapprove,Hillary Clinton,No difference,The Democratic Party,No,Yes,Keep it as is
14871,60020,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,25-29,Black 18-29,3,Never attended college,No,Black Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,Black,East,"Cities over 500,000",Other,Version 1,0.270460903644562,Black men,Non-white,Pennsylvania,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Overturn it
14878,60034,The Republican candidate,The Republican candidate,Female,The Republican candidate,50-59,Latino 45-59,1,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Yes,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,East,Rural,Other,Version 1,0.0839780196547508,Latino women,Non-white, Vermont,Omit,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Keep it as is
14880,60036,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,30-39,White 30-44,9,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,Midwest,"Cities 50,000-500,000",Other,Version 1,0.470453411340714,White women,White,Ohio,Yes,Oppose,Somewhat disapprove,Other,The U.S. less safe,The Democratic Party,No,Yes,Keep it as is
14881,60037,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,30-39,White 30-44,9,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,Midwest,"Cities 50,000-500,000",Other,Version 1,0.470453411340714,White women,White,Ohio,Yes,Oppose,Somewhat disapprove,Other,The U.S. less safe,The Democratic Party,No,Yes,Keep it as is
14892,60059,Did not vote,The Republican candidate,Female,The Republican candidate,18-24,White 18-29,8,Attended college but received no degree,No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,Midwest,Suburbs,White suburban women,Version 1,0.505813181400299,White women,White,Ohio,Yes,Omit,Somewhat approve,Donald Trump,The U.S. more safe,The Republican Party,Yes,Yes,Keep it as is
14896,60069,The Republican candidate,The Republican candidate,Female,The Republican candidate,30-39,White 30-44,14,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,Midwest,Suburbs,White suburban women,Version 1,0.8195729851722721,White women,White,Ohio,No,Support,Somewhat approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Overturn it
14899,60074,The Democratic candidate,The Democratic candidate,Female,Other,50-59,White 45-59,1,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,East,Rural,Other,Version 1,0.174565896391869,White women,White,Maine,Omit,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
14906,60085,The Republican candidate,The Republican candidate,Male,Other,45-49,White 45-59,2,Attended college but received no degree,No,All Republicans,Republican,Republican Men,Moderate,Mod./Liberal Republicans,White,East,Suburbs,White suburban men,Version 1,0.474867165088654,White men,White,Maine,Yes,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Keep it as is
14918,60112,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,18-24,Black 18-29,12,Attended college but received no degree,No,Black Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,Black,Midwest,"Cities over 500,000",Other,Version 1,0.392687380313873,Black men,Non-white,Ohio,No,Oppose,Strongly disapprove,Didn't vote,The U.S. less safe,The Democratic Party,No,Yes,Keep it as is
14919,60113,The Republican candidate,The Republican candidate,Male,The Republican candidate,65 or over,White 60+,15,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,Midwest,Suburbs,White suburban men,Version 1,1.53750276565552,White men,White,Ohio,Yes,Support,Somewhat approve,Donald Trump,The U.S. more safe,The Republican Party,Yes,No,Overturn it
14920,60116,The Democratic candidate,The Republican candidate,Male,The Democratic candidate,25-29,White 18-29,13,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,White,South,"Cities 50,000-500,000",Other,Version 1,1.05915439128876,White men,White,Florida,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,Yes,Keep it as is
14922,60119,The Democratic candidate,,Male,The Democratic candidate,60-64,White 60+,2,Never attended college,No,White Democrat,Democrat,Democratic Men,Conservative,Mod/Conserv. Democrats,White,East,Rural,Other,Version 1,2.9342267513275098,White men,White,West Virginia,No,Oppose,Strongly approve,Hillary Clinton,The U.S. more safe,The Democratic Party,No,No,Overturn it
14936,60147,The Republican candidate,Other,Female,The Democratic candidate,30-39,White 30-44,1,Associate's degree (AA or AS),No,White Independent,Independent,Independent Women,Conservative,Conservative Independents,White,East,Rural,Other,Version 1,0.19519379734993,White women,White,Maine,Yes,Oppose,Somewhat disapprove,Donald Trump,The U.S. less safe,The Republican Party,No,No,Keep it as is
14941,60157,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,30-39,Black 30-44,1,Bachelor's degree (BA or BS),No,Black Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,Black,Midwest,"Cities 50,000-500,000",Other,Version 1,0.404821038246155,Black men,Non-white,Ohio,Yes,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
14948,60167,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,50-59,Latino 45-59,9,Attended college but received no degree,Yes,Latino Democrat,Democrat,Democratic Women,Conservative,Mod/Conserv. Democrats,Hispanic/Latino,East,"Cities 10,000-50,000",Other,Version 1,0.77672553062439,Latino women,Non-white,Pennsylvania,No,Oppose,Somewhat approve,Hillary Clinton,The U.S. more safe,The Democratic Party,No,Yes,Overturn it
14953,60175,The Republican candidate,The Democratic candidate,Male,The Democratic candidate,30-39,White 30-44,17,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,East,Suburbs,White suburban men,Version 1,1.1913349628448502,White men,White,Pennsylvania,Yes,Support,Somewhat disapprove,Hillary Clinton,No difference,The Republican Party,No,No,Keep it as is
14965,60214,The Republican candidate,The Republican candidate,Male,The Republican candidate,60-64,White 60+,1,Attended college but received no degree,No,White Independent,Independent,Independent Men,Conservative,Conservative Independents,White,East,Rural,Other,Version 1,0.369111657142639,White men,White,Maine,No,Support,Somewhat disapprove,Donald Trump,The U.S. more safe,The Republican Party,No,No,Keep it as is
14969,60223,The Republican candidate,The Republican candidate,Male,The Republican candidate,50-59,White 45-59,13,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,Midwest,Suburbs,White suburban men,Version 1,0.912307858467102,White men,White,Ohio,Yes,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Overturn it
